BOROUGH,ZIP_CODE,LATITUDE,LONGITUDE,TOTAL_INJURED,TOTAL_KILLED,PEDESTRIANS_INJURED,PEDESTRIANS_KILLED,CYCLIST_INJURED,CYCLIST_KILLED,MOTORIST_INJURED,MOTORIST_KILLED,CONTRIBUTING_FACTOR_VEHICLE1,VEHICLE_TYPE_CODE1,CRASH_DATETIME
MANHATTAN,10128.0,40.78791,-73.95579,1.0,0.0,1,0,0,0,0,0,Unspecified,Taxi,2018-09-30 10:11:00
BROOKLYN,11201,40.68987,-73.988304,1.0,0.0,1,0,0,0,0,0,Failure to Yield Right-of-Way,Taxi,2018-09-27 19:45:00
BRONX,10458.0,40.86949,-73.88843,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-09-28 00:07:00
QUEENS,11375,40.730137,-73.862366,0.0,0.0,0,0,0,0,0,0,Following Too Closely,Taxi,2018-09-30 17:34:00
MANHATTAN,10162,40.772327,-73.94531,0.0,0.0,0,0,0,0,0,0,Following Too Closely,Taxi,2018-09-29 00:15:00
QUEENS,11421.0,40.692726,-73.85558,0.0,0.0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Taxi,2018-09-25 09:00:00
BRONX,10458,40.86463,-73.892136,0.0,0.0,0,0,0,0,0,0,Backing Unsafely,Taxi,2018-09-26 22:10:00
MANHATTAN,10009.0,40.725285,-73.97798,1.0,0.0,1,0,0,0,0,0,Unspecified,Taxi,2018-09-29 00:00:00
BROOKLYN,11213.0,40.677483,-73.93033,1.0,0.0,0,0,0,0,1,0,Following Too Closely,Taxi,2018-09-26 02:20:00
QUEENS,11414,40.664223,-73.84582,0.0,0.0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Taxi,2018-09-23 20:00:00
BROOKLYN,11214,40.590046,-73.99302,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-09-26 16:30:00
MANHATTAN,10009.0,40.73136,-73.98257,0.0,0.0,0,0,0,0,0,0,Turning Improperly,Taxi,2018-09-30 19:15:00
MANHATTAN,10036,40.761036,-73.98702,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-09-27 10:50:00
MANHATTAN,10018.0,40.75005,-73.98438,0.0,0.0,0,0,0,0,0,0,Unspecified,Taxi,2018-09-25 20:15:00
MANHATTAN,10003.0,40.733932,-73.98983,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-09-29 23:00:00
MANHATTAN,10001,40.746536,-73.985954,0.0,0.0,0,0,0,0,0,0,Unspecified,Taxi,2018-09-25 13:25:00
MANHATTAN,10034.0,40.865547,-73.92728,1.0,0.0,0,0,0,0,1,0,Turning Improperly,Taxi,2018-09-22 16:35:00
BRONX,10468,40.862747,-73.90494,0.0,0.0,0,0,0,0,0,0,Unsafe Lane Changing,Taxi,2018-09-25 16:00:00
MANHATTAN,10011.0,40.741055,-73.99786,1.0,0.0,1,0,0,0,0,0,Failure to Yield Right-of-Way,Taxi,2018-09-29 12:35:00
MANHATTAN,10028.0,40.77235,-73.94666,1.0,0.0,1,0,0,0,0,0,Unspecified,Taxi,2018-09-23 09:10:00
MANHATTAN,10022,40.76093,-73.96914,0.0,0.0,0,0,0,0,0,0,Unsafe Lane Changing,Taxi,2018-09-27 19:26:00
BRONX,10451.0,40.822304,-73.91485,0.0,0.0,0,0,0,0,0,0,Driver Inexperience,Taxi,2018-09-25 21:21:00
MANHATTAN,10032.0,40.834087,-73.94303,0.0,0.0,0,0,0,0,0,0,Unspecified,Taxi,2018-09-24 09:30:00
QUEENS,11435,40.703163,-73.81662,1.0,0.0,0,0,0,0,1,0,Unsafe Lane Changing,Taxi,2018-09-22 02:00:00
BROOKLYN,11236.0,40.641727,-73.907646,0.0,0.0,0,0,0,0,0,0,Passing or Lane Usage Improper,Fire truck,2018-09-22 03:00:00
BROOKLYN,11221.0,40.68949,-73.92207,0.0,0.0,0,0,0,0,0,0,Driver Inexperience,Taxi,2018-09-25 23:00:00
MANHATTAN,10027,40.809643,-73.947845,2.0,0.0,0,0,0,0,2,0,Driver Inattention/Distraction,Taxi,2018-09-30 16:25:00
MANHATTAN,10011.0,40.742863,-74.003975,0.0,0.0,0,0,0,0,0,0,Following Too Closely,Taxi,2018-09-26 22:43:00
QUEENS,11101.0,40.744667,-73.931694,1.0,0.0,0,0,0,0,1,0,Driver Inattention/Distraction,Taxi,2018-09-24 06:23:00
MANHATTAN,10019.0,40.764996,-73.976715,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-09-21 13:50:00
QUEENS,11416.0,40.682735,-73.86283,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-09-24 06:00:00
QUEENS,11354.0,40.75836,-73.83154,0.0,0.0,0,0,0,0,0,0,Passing or Lane Usage Improper,Fire truck,2018-09-29 17:25:00
MANHATTAN,10001.0,40.74764,-73.98854,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-09-30 13:40:00
BROOKLYN,11225.0,40.65664,-73.9575,0.0,0.0,0,0,0,0,0,0,Backing Unsafely,Taxi,2018-09-22 08:50:00
MANHATTAN,10035.0,40.806767,-73.937164,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-09-27 12:00:00
QUEENS,11377.0,40.750393,-73.90523,0.0,0.0,0,0,0,0,0,0,Unspecified,Taxi,2018-09-27 00:00:00
MANHATTAN,10013.0,40.716824,-74.003914,0.0,0.0,0,0,0,0,0,0,Following Too Closely,Taxi,2018-09-25 09:00:00
BRONX,10468,40.863785,-73.90028,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-09-28 15:30:00
BRONX,10459.0,40.822628,-73.89587,0.0,0.0,0,0,0,0,0,0,Obstruction/Debris,Taxi,2018-09-25 06:20:00
MANHATTAN,10009.0,40.722862,-73.985855,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-09-30 02:30:00
BRONX,10472,40.834644,-73.865036,0.0,0.0,0,0,0,0,0,0,Reaction to Uninvolved Vehicle,Taxi,2018-09-30 16:19:00
QUEENS,11418.0,40.700886,-73.81794,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Ambulance,2018-09-25 10:00:00
MANHATTAN,10016.0,40.748363,-73.98041,0.0,0.0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Taxi,2018-09-27 13:20:00
MANHATTAN,10017.0,40.750397,-73.9718,0.0,0.0,0,0,0,0,0,0,Following Too Closely,Taxi,2018-09-28 20:30:00
MANHATTAN,10006.0,40.709076,-74.01406,0.0,0.0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Taxi,2018-09-23 00:35:00
MANHATTAN,10012.0,40.725826,-73.99864,0.0,0.0,0,0,0,0,0,0,Unspecified,Taxi,2018-09-22 20:41:00
MANHATTAN,10031,40.821636,-73.93909,1.0,0.0,0,0,1,0,0,0,Unsafe Speed,Taxi,2018-09-28 00:28:00
MANHATTAN,10011,40.736668,-73.997345,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-09-26 22:02:00
MANHATTAN,10027.0,40.811478,-73.950226,0.0,0.0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Taxi,2018-09-28 09:15:00
MANHATTAN,10024,40.787857,-73.96745,1.0,0.0,0,0,1,0,0,0,Driver Inattention/Distraction,Taxi,2018-09-28 10:00:00
MANHATTAN,10001,40.747276,-73.989624,0.0,0.0,0,0,0,0,0,0,Unspecified,Taxi,2018-09-26 15:40:00
MANHATTAN,10016.0,40.74409,-73.97636,0.0,0.0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Taxi,2018-09-27 19:40:00
MANHATTAN,10024.0,40.783737,-73.98006,0.0,0.0,0,0,0,0,0,0,Following Too Closely,Taxi,2018-09-26 05:10:00
MANHATTAN,10014,40.730225,-74.00686,0.0,0.0,0,0,0,0,0,0,Following Too Closely,Taxi,2018-09-28 19:30:00
MANHATTAN,10018.0,40.753513,-73.98879,0.0,0.0,0,0,0,0,0,0,Traffic Control Disregarded,Taxi,2018-09-22 09:00:00
BRONX,10462.0,40.856316,-73.86664,0.0,0.0,0,0,0,0,0,0,Other Vehicular,Taxi,2018-09-22 18:24:00
MANHATTAN,10034.0,40.863754,-73.91944,0.0,0.0,0,0,0,0,0,0,Unspecified,Taxi,2018-09-22 04:01:00
MANHATTAN,10121.0,40.750015,-73.991356,0.0,0.0,0,0,0,0,0,0,Unspecified,Taxi,2018-09-22 22:10:00
MANHATTAN,10027,40.81574,-73.95456,0.0,0.0,0,0,0,0,0,0,Following Too Closely,Taxi,2018-09-27 12:10:00
MANHATTAN,10282,40.715828,-74.01539,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-09-24 12:30:00
BRONX,10452,40.84506,-73.916855,0.0,0.0,0,0,0,0,0,0,Following Too Closely,Ambulance,2018-09-24 13:30:00
BROOKLYN,11232.0,40.64497,-73.99804,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-09-23 16:00:00
MANHATTAN,10012.0,40.72709,-73.991554,1.0,0.0,1,0,0,0,0,0,Failure to Yield Right-of-Way,Taxi,2018-09-24 21:04:00
BROOKLYN,11229.0,40.602997,-73.939476,0.0,0.0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Taxi,2018-09-29 03:24:00
QUEENS,11433,40.703556,-73.78805,2.0,0.0,0,0,0,0,2,0,Failure to Yield Right-of-Way,Taxi,2018-09-26 23:00:00
BROOKLYN,11236,40.64165,-73.90378,1.0,0.0,0,0,0,0,1,0,Following Too Closely,Taxi,2018-09-24 17:15:00
MANHATTAN,10011.0,40.74044,-74.00203,0.0,0.0,0,0,0,0,0,0,Passing or Lane Usage Improper,Taxi,2018-09-22 01:15:00
MANHATTAN,10065.0,40.769222,-73.967316,0.0,0.0,0,0,0,0,0,0,Unsafe Lane Changing,Taxi,2018-09-25 16:00:00
MANHATTAN,10128.0,40.78143,-73.954185,0.0,0.0,0,0,0,0,0,0,Pavement Slippery,Taxi,2018-09-25 14:30:00
BROOKLYN,11216,40.682507,-73.94375,1.0,0.0,0,0,0,0,1,0,Following Too Closely,Taxi,2018-09-25 14:20:00
MANHATTAN,10040.0,40.855846,-73.936554,0.0,0.0,0,0,0,0,0,0,Unspecified,Taxi,2018-09-21 00:05:00
BROOKLYN,11238,40.680237,-73.96425,2.0,0.0,0,0,0,0,2,0,Following Too Closely,Taxi,2018-09-22 03:58:00
MANHATTAN,10010,40.743156,-73.97213,0.0,0.0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Taxi,2018-09-27 19:07:00
MANHATTAN,10024,40.779476,-73.97358,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-09-25 14:00:00
MANHATTAN,10065.0,40.763363,-73.95925,0.0,0.0,0,0,0,0,0,0,Unspecified,Taxi,2018-09-23 22:10:00
MANHATTAN,10002.0,40.718792,-73.98902,0.0,0.0,0,0,0,0,0,0,Other Vehicular,Taxi,2018-09-30 00:33:00
MANHATTAN,10001.0,40.754616,-73.997116,0.0,0.0,0,0,0,0,0,0,Traffic Control Disregarded,Taxi,2018-09-23 18:37:00
MANHATTAN,10037,40.805058,-73.93904,0.0,0.0,0,0,0,0,0,0,Unsafe Lane Changing,Taxi,2018-09-26 09:05:00
MANHATTAN,10011.0,40.746857,-74.008,0.0,0.0,0,0,0,0,0,0,Passenger Distraction,Taxi,2018-09-28 17:30:00
MANHATTAN,10022.0,40.762177,-73.96613,0.0,0.0,0,0,0,0,0,0,Driver Inexperience,Taxi,2018-09-24 06:12:00
MANHATTAN,10025,40.79458,-73.97371,0.0,0.0,0,0,0,0,0,0,Turning Improperly,Taxi,2018-09-29 14:30:00
MANHATTAN,10029.0,40.790623,-73.942444,0.0,0.0,0,0,0,0,0,0,Unspecified,Ambulance,2018-09-23 11:55:00
BRONX,10454.0,40.8057,-73.92475,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-09-25 16:25:00
MANHATTAN,10014.0,40.728344,-74.00535,0.0,0.0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Taxi,2018-09-29 00:19:00
MANHATTAN,10037,40.813385,-73.94511,0.0,0.0,0,0,0,0,0,0,Unspecified,Taxi,2018-09-23 17:15:00
BRONX,10456.0,40.831055,-73.905846,1.0,0.0,1,0,0,0,0,0,Outside Car Distraction,Taxi,2018-09-26 23:40:00
MANHATTAN,10002,40.7106,-73.98469,0.0,0.0,0,0,0,0,0,0,Following Too Closely,Taxi,2018-09-22 08:10:00
QUEENS,11370.0,40.766705,-73.89024,0.0,0.0,0,0,0,0,0,0,Unspecified,Taxi,2018-09-26 09:50:00
MANHATTAN,10001.0,40.75054,-73.98722,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-09-21 11:00:00
MANHATTAN,10022.0,40.763588,-73.97142,0.0,0.0,0,0,0,0,0,0,Unspecified,Taxi,2018-09-29 06:00:00
QUEENS,11103,40.767113,-73.90405,0.0,0.0,0,0,0,0,0,0,Following Too Closely,Taxi,2018-09-20 08:00:00
QUEENS,11432.0,40.714535,-73.775955,1.0,0.0,0,0,1,0,0,0,Driver Inattention/Distraction,Taxi,2018-09-07 18:25:00
MANHATTAN,10030.0,40.823257,-73.94293,0.0,0.0,0,0,0,0,0,0,Unspecified,Taxi,2018-09-06 08:30:00
MANHATTAN,10013.0,40.715157,-74.00212,1.0,0.0,0,0,0,0,1,0,Driver Inattention/Distraction,Taxi,2018-08-28 23:55:00
MANHATTAN,10011.0,40.743923,-74.00466,1.0,0.0,1,0,0,0,0,0,Unspecified,Taxi,2018-09-06 18:03:00
MANHATTAN,10016.0,40.748363,-73.98041,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-09-13 14:33:00
BROOKLYN,11238,40.682,-73.96867,1.0,0.0,0,0,0,0,1,0,Driver Inattention/Distraction,Taxi,2018-09-09 02:15:00
BROOKLYN,11222.0,40.728733,-73.95143,0.0,0.0,0,0,0,0,0,0,Passing Too Closely,Ambulance,2018-09-18 16:45:00
QUEENS,11377.0,40.74449,-73.9097,0.0,0.0,0,0,0,0,0,0,Brakes Defective,Taxi,2018-09-20 09:21:00
MANHATTAN,10038,40.708225,-74.00654,0.0,0.0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Taxi,2018-09-04 18:45:00
QUEENS,11101,40.74092,-73.93339,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-09-16 12:32:00
MANHATTAN,10036,40.756138,-73.98318,1.0,0.0,1,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-09-09 17:40:00
QUEENS,11378.0,40.72124,-73.904236,0.0,0.0,0,0,0,0,0,0,Following Too Closely,Taxi,2018-09-17 22:30:00
QUEENS,11373.0,40.745796,-73.88385,0.0,0.0,0,0,0,0,0,0,Following Too Closely,Taxi,2018-09-15 19:06:00
MANHATTAN,10011.0,40.74127,-73.99471,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-09-09 00:30:00
QUEENS,11377,40.753323,-73.90669,3.0,0.0,0,0,0,0,3,0,Driver Inattention/Distraction,Taxi,2018-09-06 07:45:00
MANHATTAN,10014,40.763897,-73.95323,0.0,0.0,0,0,0,0,0,0,Passing or Lane Usage Improper,Taxi,2018-09-18 14:08:00
MANHATTAN,10001.0,40.750294,-73.99485,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-09-19 15:30:00
MANHATTAN,10001,40.748287,-73.98818,0.0,0.0,0,0,0,0,0,0,Unspecified,Taxi,2018-09-17 11:55:00
MANHATTAN,10003,40.729847,-73.99143,0.0,0.0,0,0,0,0,0,0,Unspecified,Taxi,2018-09-21 21:00:00
MANHATTAN,10039.0,40.821106,-73.93575,3.0,0.0,0,0,0,0,3,0,Backing Unsafely,Taxi,2018-08-28 22:00:00
MANHATTAN,10022.0,40.759678,-73.97216,0.0,0.0,0,0,0,0,0,0,Unspecified,Taxi,2018-08-31 00:05:00
BROOKLYN,11201.0,40.69365,-73.98333,6.0,0.0,0,0,0,0,6,0,Traffic Control Disregarded,Taxi,2018-09-15 03:50:00
QUEENS,11369.0,40.763313,-73.8684,0.0,0.0,0,0,0,0,0,0,Passenger Distraction,Taxi,2018-08-28 11:45:00
MANHATTAN,10032.0,40.832066,-73.94009,1.0,0.0,0,0,0,0,1,0,Driver Inattention/Distraction,Taxi,2018-08-29 15:54:00
MANHATTAN,10011.0,40.741642,-74.00487,0.0,0.0,0,0,0,0,0,0,Traffic Control Disregarded,Taxi,2018-09-10 11:10:00
QUEENS,11101.0,40.75199,-73.931274,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-09-19 12:00:00
MANHATTAN,10018.0,40.753628,-73.99097,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-09-02 01:30:00
QUEENS,11375,40.735424,-73.84466,0.0,0.0,0,0,0,0,0,0,Following Too Closely,Taxi,2018-08-28 21:30:00
QUEENS,11101.0,40.746033,-73.93441,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-09-19 10:30:00
BRONX,10468.0,40.85884,-73.90363,0.0,0.0,0,0,0,0,0,0,Passing Too Closely,Ambulance,2018-09-07 12:45:00
MANHATTAN,10155,40.75834,-73.95775,0.0,0.0,0,0,0,0,0,0,Following Too Closely,Taxi,2018-09-18 02:57:00
BROOKLYN,11237.0,40.698807,-73.91837,1.0,0.0,0,0,0,0,1,0,View Obstructed/Limited,Taxi,2018-09-10 04:50:00
MANHATTAN,10038,40.708763,-73.998116,4.0,0.0,0,0,0,0,4,0,Driver Inattention/Distraction,Taxi,2018-09-06 09:30:00
MANHATTAN,10022.0,40.756645,-73.974365,0.0,0.0,0,0,0,0,0,0,Passing Too Closely,Taxi,2018-09-06 18:55:00
BROOKLYN,11207.0,40.66937,-73.89523,1.0,0.0,0,0,0,0,1,0,Unspecified,Ambulance,2018-09-09 18:50:00
BROOKLYN,11216.0,40.677353,-73.94424,0.0,0.0,0,0,0,0,0,0,Unspecified,Taxi,2018-08-29 18:10:00
BROOKLYN,11216.0,40.676094,-73.94992,2.0,0.0,0,0,0,0,2,0,Unspecified,Ambulance,2018-09-12 21:07:00
QUEENS,11102,40.771515,-73.93128,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-09-16 12:10:00
MANHATTAN,10037,40.773098,-73.96448,0.0,0.0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Taxi,2018-08-30 21:30:00
MANHATTAN,10025,40.795456,-73.96564,0.0,0.0,0,0,0,0,0,0,Unspecified,Taxi,2018-09-13 18:00:00
MANHATTAN,10018.0,40.75649,-73.997765,4.0,0.0,0,0,0,0,4,0,Driver Inattention/Distraction,Taxi,2018-09-08 03:30:00
BROOKLYN,11201.0,40.689144,-73.99071,0.0,0.0,0,0,0,0,0,0,Turning Improperly,Taxi,2018-09-13 00:50:00
MANHATTAN,10010,40.741615,-73.993744,0.0,0.0,0,0,0,0,0,0,Passenger Distraction,Taxi,2018-08-31 23:10:00
MANHATTAN,10001.0,40.751263,-73.99126,0.0,0.0,0,0,0,0,0,0,Passing Too Closely,Taxi,2018-09-05 23:50:00
MANHATTAN,10017,40.75112,-73.97127,0.0,0.0,0,0,0,0,0,0,Passing or Lane Usage Improper,Taxi,2018-09-20 01:15:00
MANHATTAN,10155,40.758965,-73.95819,0.0,0.0,0,0,0,0,0,0,Following Too Closely,Taxi,2018-09-06 21:00:00
QUEENS,11422.0,40.66561,-73.73568,2.0,0.0,0,0,0,0,2,0,Driver Inattention/Distraction,Taxi,2018-09-18 18:50:00
BRONX,10459.0,40.81986,-73.893906,1.0,0.0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Taxi,2018-08-28 16:35:00
BROOKLYN,11222.0,40.722244,-73.95094,0.0,0.0,0,0,0,0,0,0,Passing or Lane Usage Improper,Taxi,2018-08-30 19:50:00
MANHATTAN,10016.0,40.749336,-73.976944,0.0,0.0,0,0,0,0,0,0,Passenger Distraction,Taxi,2018-08-30 02:08:00
MANHATTAN,10022.0,40.76285,-73.967735,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-09-15 14:00:00
MANHATTAN,10036,40.758427,-73.99264,0.0,0.0,0,0,0,0,0,0,Passing or Lane Usage Improper,Taxi,2018-09-07 00:00:00
MANHATTAN,10014,40.74094,-74.007484,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-09-07 21:00:00
MANHATTAN,10016.0,40.74111,-73.978546,0.0,0.0,0,0,0,0,0,0,Backing Unsafely,Taxi,2018-09-14 13:53:00
BROOKLYN,11225.0,40.662174,-73.953705,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-08-31 18:20:00
MANHATTAN,10023,40.774853,-73.98067,0.0,0.0,0,0,0,0,0,0,Unspecified,Taxi,2018-09-17 08:40:00
MANHATTAN,10027.0,40.80824,-73.95259,2.0,0.0,0,0,0,0,2,0,Alcohol Involvement,Taxi,2018-09-15 01:10:00
MANHATTAN,10003.0,40.726395,-73.98927,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-09-06 05:50:00
MANHATTAN,10011.0,40.7464,-74.00511,0.0,0.0,0,0,0,0,0,0,Following Too Closely,Taxi,2018-09-08 19:44:00
BRONX,10456,40.83511,-73.91945,0.0,0.0,0,0,0,0,0,0,Other Vehicular,Ambulance,2018-09-01 21:50:00
MANHATTAN,10034.0,40.865654,-73.92694,0.0,0.0,0,0,0,0,0,0,Unsafe Lane Changing,Taxi,2018-08-28 19:21:00
BRONX,10460,40.837063,-73.886826,1.0,0.0,0,0,1,0,0,0,Driver Inattention/Distraction,Taxi,2018-09-03 20:14:00
BRONX,10461.0,40.850693,-73.85051,2.0,0.0,0,0,0,0,2,0,Driver Inattention/Distraction,Ambulance,2018-09-11 15:17:00
MANHATTAN,10011,40.739086,-73.99139,0.0,0.0,0,0,0,0,0,0,Passing or Lane Usage Improper,Taxi,2018-09-17 15:15:00
MANHATTAN,10003.0,40.737755,-73.99183,1.0,0.0,0,0,0,0,1,0,Fell Asleep,Taxi,2018-09-08 00:51:00
MANHATTAN,10065,40.762737,-73.9597,0.0,0.0,0,0,0,0,0,0,Passing Too Closely,Taxi,2018-09-19 16:13:00
MANHATTAN,10012,40.729168,-74.0012,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-09-16 02:05:00
QUEENS,11412,40.695114,-73.75898,0.0,0.0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Taxi,2018-09-06 00:10:00
BRONX,10451.0,40.825382,-73.926186,0.0,0.0,0,0,0,0,0,0,Turning Improperly,Taxi,2018-08-31 19:00:00
MANHATTAN,10128.0,40.782787,-73.95741,0.0,0.0,0,0,0,0,0,0,Unspecified,Taxi,2018-09-15 11:36:00
MANHATTAN,10010.0,40.74147,-73.985435,0.0,0.0,0,0,0,0,0,0,Unsafe Lane Changing,Taxi,2018-09-13 15:55:00
MANHATTAN,10011.0,40.744644,-74.00639,0.0,0.0,0,0,0,0,0,0,Passing or Lane Usage Improper,Taxi,2018-09-05 11:35:00
MANHATTAN,10011.0,40.738552,-73.99969,0.0,0.0,0,0,0,0,0,0,Following Too Closely,Taxi,2018-09-16 15:20:00
BRONX,10452.0,40.841133,-73.924,0.0,0.0,0,0,0,0,0,0,Traffic Control Disregarded,Taxi,2018-09-10 10:41:00
BRONX,10472.0,40.830025,-73.872765,0.0,0.0,0,0,0,0,0,0,Following Too Closely,Taxi,2018-08-28 14:55:00
BRONX,10467.0,40.86791,-73.86829,2.0,0.0,0,0,0,0,2,0,Other Vehicular,Taxi,2018-09-16 14:10:00
MANHATTAN,10011.0,40.74889,-74.00703,0.0,0.0,0,0,0,0,0,0,Passing or Lane Usage Improper,Taxi,2018-09-11 10:19:00
BROOKLYN,11236,40.612762,-73.897224,0.0,0.0,0,0,0,0,0,0,Passing or Lane Usage Improper,Taxi,2018-08-31 08:15:00
BRONX,10472,40.827595,-73.85004,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Ambulance,2018-09-01 11:00:00
BROOKLYN,11223.0,40.58576,-73.97442,1.0,0.0,1,0,0,0,0,0,Driver Inexperience,Taxi,2018-09-06 15:54:00
MANHATTAN,10007.0,40.71546,-74.00594,0.0,0.0,0,0,0,0,0,0,Unspecified,Fire truck,2018-09-05 17:00:00
MANHATTAN,10036,40.75671,-73.986465,0.0,0.0,0,0,0,0,0,0,Other Vehicular,Taxi,2018-08-29 16:03:00
MANHATTAN,10037.0,40.80931,-73.93735,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-08-30 19:03:00
QUEENS,11375,40.727898,-73.83882,0.0,0.0,0,0,0,0,0,0,Unspecified,Taxi,2018-09-16 14:30:00
MANHATTAN,10001.0,40.747204,-73.99711,0.0,0.0,0,0,0,0,0,0,Passing or Lane Usage Improper,Taxi,2018-09-12 11:35:00
QUEENS,11385.0,40.701706,-73.88383,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-09-02 02:15:00
MANHATTAN,10033.0,40.846153,-73.932335,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-09-10 17:36:00
BROOKLYN,11232,40.64712,-74.01528,0.0,0.0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Taxi,2018-09-07 12:15:00
MANHATTAN,10040,40.841187,-73.93215,2.0,0.0,0,0,0,0,2,0,Following Too Closely,Taxi,2018-08-30 19:13:00
MANHATTAN,10040,40.85894,-73.922935,0.0,0.0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Taxi,2018-09-19 08:24:00
BRONX,10451,40.82113,-73.92565,0.0,0.0,0,0,0,0,0,0,Passing or Lane Usage Improper,Taxi,2018-09-05 18:30:00
MANHATTAN,10019.0,40.764736,-73.98804,0.0,0.0,0,0,0,0,0,0,Following Too Closely,Taxi,2018-09-08 03:13:00
MANHATTAN,10023.0,40.77176,-73.98304,0.0,0.0,0,0,0,0,0,0,Unsafe Lane Changing,Taxi,2018-09-05 22:00:00
BROOKLYN,11224.0,40.58202,-73.97114,2.0,0.0,0,0,0,0,2,0,Driver Inattention/Distraction,Taxi,2018-09-18 15:15:00
BRONX,10453,40.861862,-73.91282,0.0,0.0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Taxi,2018-09-02 00:30:00
QUEENS,11101,40.75253,-73.94384,0.0,0.0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Taxi,2018-09-17 16:12:00
MANHATTAN,10065.0,40.765358,-73.965904,0.0,0.0,0,0,0,0,0,0,Steering Failure,Taxi,2018-09-03 14:12:00
MANHATTAN,10018.0,40.753746,-73.984924,0.0,0.0,0,0,0,0,0,0,Unspecified,Taxi,2018-08-29 10:30:00
MANHATTAN,10011.0,40.7441,-73.99565,0.0,0.0,0,0,0,0,0,0,Passing Too Closely,Taxi,2018-09-07 14:50:00
MANHATTAN,10014.0,40.72607,-74.00991,0.0,0.0,0,0,0,0,0,0,Passenger Distraction,Taxi,2018-09-04 13:30:00
BROOKLYN,11216,40.678238,-73.94415,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-09-03 19:40:00
MANHATTAN,10036.0,40.757233,-73.9898,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-09-06 00:10:00
