BOROUGH,ZIP_CODE,LATITUDE,LONGITUDE,TOTAL_INJURED,TOTAL_KILLED,PEDESTRIANS_INJURED,PEDESTRIANS_KILLED,CYCLIST_INJURED,CYCLIST_KILLED,MOTORIST_INJURED,MOTORIST_KILLED,CONTRIBUTING_FACTOR_VEHICLE1,VEHICLE_TYPE_CODE1,CRASH_DATETIME
MANHATTAN,10026.0,40.801155,-73.959656,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-06-21 20:19:00
BRONX,10472.0,40.834274,-73.87364,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Ambulance,2018-06-19 07:50:00
BROOKLYN,11233.0,40.676342,-73.910934,0.0,0.0,0,0,0,0,0,0,Unspecified,Taxi,2018-06-13 18:35:00
MANHATTAN,10075.0,40.77234,-73.95269,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-06-17 11:50:00
BROOKLYN,11236.0,40.643784,-73.90218,0.0,0.0,0,0,0,0,0,0,Oversized Vehicle,Fire truck,2018-07-03 09:05:00
MANHATTAN,10018.0,40.753513,-73.98879,0.0,0.0,0,0,0,0,0,0,Unspecified,Taxi,2018-06-27 00:00:00
MANHATTAN,10001.0,40.748974,-74.00324,0.0,0.0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Taxi,2018-06-18 11:40:00
MANHATTAN,10038.0,40.706787,-74.00512,0.0,0.0,0,0,0,0,0,0,Passing or Lane Usage Improper,Taxi,2018-06-13 16:00:00
MANHATTAN,10035,40.807034,-73.939705,0.0,0.0,0,0,0,0,0,0,Unspecified,Taxi,2018-06-30 14:00:00
BRONX,10452.0,40.836304,-73.92518,0.0,0.0,0,0,0,0,0,0,Reaction to Uninvolved Vehicle,Ambulance,2018-06-20 17:38:00
MANHATTAN,10031.0,40.825756,-73.95094,0.0,0.0,0,0,0,0,0,0,Unspecified,Taxi,2018-06-24 14:10:00
MANHATTAN,10013,40.723747,-74.00612,0.0,0.0,0,0,0,0,0,0,Aggressive Driving/Road Rage,Taxi,2018-07-04 12:20:00
MANHATTAN,10036.0,40.759716,-73.98587,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-06-14 16:40:00
MANHATTAN,10039.0,40.821747,-73.93534,3.0,0.0,0,0,0,0,3,0,Driver Inattention/Distraction,Taxi,2018-06-15 21:55:00
QUEENS,11372.0,40.754612,-73.87667,1.0,0.0,0,0,0,0,1,0,Following Too Closely,Taxi,2018-06-27 22:48:00
MANHATTAN,10016.0,40.745796,-73.982285,1.0,0.0,1,0,0,0,0,0,Backing Unsafely,Taxi,2018-06-29 08:45:00
MANHATTAN,10018.0,40.751286,-73.986725,0.0,0.0,0,0,0,0,0,0,Passing or Lane Usage Improper,Taxi,2018-06-13 17:39:00
MANHATTAN,10021,40.775642,-73.960526,0.0,0.0,0,0,0,0,0,0,Following Too Closely,Taxi,2018-07-02 10:15:00
BROOKLYN,11206.0,40.695892,-73.944664,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Ambulance,2018-06-19 18:10:00
BROOKLYN,11214.0,40.592785,-73.99349,0.0,0.0,0,0,0,0,0,0,Drugs (illegal),Taxi,2018-07-05 21:40:00
STATEN ISLAND,10304,40.610428,-74.11097,0.0,0.0,0,0,0,0,0,0,Passing Too Closely,Ambulance,2018-06-26 08:20:00
MANHATTAN,10032.0,40.83918,-73.94115,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-07-02 14:15:00
BRONX,10459.0,40.820305,-73.89083,0.0,0.0,0,0,0,0,0,0,Unspecified,Taxi,2018-06-14 22:19:00
BROOKLYN,11201.0,40.688904,-73.980934,0.0,0.0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Taxi,2018-06-15 17:30:00
MANHATTAN,10002,40.724136,-73.992615,0.0,0.0,0,0,0,0,0,0,Unspecified,Taxi,2018-06-29 14:04:00
MANHATTAN,10001.0,40.74991,-73.985985,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-06-14 19:00:00
BRONX,10039,40.81766,-73.93076,0.0,0.0,0,0,0,0,0,0,Unspecified,Taxi,2018-06-21 13:12:00
MANHATTAN,10012.0,40.727287,-74.00064,1.0,0.0,0,0,0,0,1,0,Driver Inattention/Distraction,Taxi,2018-06-12 11:13:00
QUEENS,11414,40.667114,-73.834656,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-06-17 13:13:00
BROOKLYN,11249,40.715473,-73.95185,1.0,0.0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Taxi,2018-07-04 23:00:00
MANHATTAN,10017,40.757233,-73.97605,2.0,0.0,0,0,0,0,2,0,Driver Inattention/Distraction,Taxi,2018-06-30 03:57:00
MANHATTAN,10022.0,40.761234,-73.96389,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-06-17 00:00:00
MANHATTAN,10021,40.775642,-73.960526,1.0,0.0,0,0,0,0,1,0,Unsafe Lane Changing,Taxi,2018-06-12 18:10:00
BROOKLYN,11218.0,40.638733,-73.98468,0.0,0.0,0,0,0,0,0,0,Passing or Lane Usage Improper,Taxi,2018-06-22 14:22:00
QUEENS,11106.0,40.761993,-73.942474,1.0,0.0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Taxi,2018-06-16 17:25:00
MANHATTAN,10030.0,40.814342,-73.94141,1.0,0.0,0,0,0,0,1,0,Unspecified,Taxi,2018-06-21 07:13:00
QUEENS,11372.0,40.746845,-73.89144,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-07-01 20:10:00
MANHATTAN,10001.0,40.749638,-73.99905,0.0,0.0,0,0,0,0,0,0,Following Too Closely,Taxi,2018-06-19 11:09:00
BRONX,10452,40.841133,-73.924,1.0,0.0,0,0,0,0,1,0,Other Vehicular,Taxi,2018-06-16 04:30:00
BRONX,10453.0,40.85447,-73.91008,0.0,0.0,0,0,0,0,0,0,Following Too Closely,Taxi,2018-06-28 09:32:00
BRONX,10470.0,40.9046,-73.852936,2.0,0.0,0,0,0,0,2,0,Alcohol Involvement,Taxi,2018-07-02 00:36:00
MANHATTAN,10011.0,40.737564,-73.99731,0.0,0.0,0,0,0,0,0,0,Unsafe Lane Changing,Taxi,2018-06-27 15:18:00
MANHATTAN,10036.0,40.756496,-73.988075,0.0,0.0,0,0,0,0,0,0,Unspecified,Ambulance,2018-06-21 23:45:00
QUEENS,11377,40.73545,-73.917046,0.0,0.0,0,0,0,0,0,0,Passing Too Closely,Taxi,2018-06-17 22:00:00
BROOKLYN,11233,40.67553,-73.96319,1.0,0.0,1,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-06-27 22:20:00
MANHATTAN,10013.0,40.722324,-74.01178,0.0,0.0,0,0,0,0,0,0,Following Too Closely,Taxi,2018-06-27 09:15:00
BROOKLYN,11220.0,40.635834,-74.02304,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-06-29 22:40:00
MANHATTAN,10001.0,40.753925,-73.99761,0.0,0.0,0,0,0,0,0,0,Passing or Lane Usage Improper,Taxi,2018-06-14 23:21:00
BRONX,10459.0,40.82406,-73.8998,1.0,0.0,1,0,0,0,0,0,Unspecified,Taxi,2018-06-28 00:00:00
BROOKLYN,11226.0,40.654457,-73.960785,0.0,0.0,0,0,0,0,0,0,Passing or Lane Usage Improper,Ambulance,2018-06-20 19:03:00
QUEENS,11369.0,40.75914,-73.8794,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-06-22 13:00:00
MANHATTAN,10036.0,40.757404,-73.9862,0.0,0.0,0,0,0,0,0,0,Unspecified,Taxi,2018-06-17 20:00:00
MANHATTAN,10021.0,40.772373,-73.96079,0.0,0.0,0,0,0,0,0,0,Unspecified,Taxi,2018-07-02 08:29:00
MANHATTAN,10017.0,40.749825,-73.972206,0.0,0.0,0,0,0,0,0,0,Driver Inexperience,Taxi,2018-06-20 07:14:00
MANHATTAN,10017,40.755928,-73.97491,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-06-16 01:48:00
MANHATTAN,10024.0,40.784355,-73.98117,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-06-21 16:00:00
MANHATTAN,10007.0,40.711994,-74.00811,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-06-14 18:50:00
MANHATTAN,10016.0,40.750427,-73.98311,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-06-14 19:50:00
MANHATTAN,10037.0,40.816967,-73.93877,0.0,0.0,0,0,0,0,0,0,Unsafe Lane Changing,Taxi,2018-06-19 15:30:00
BRONX,10457.0,40.837654,-73.89997,0.0,0.0,0,0,0,0,0,0,Passing or Lane Usage Improper,Taxi,2018-06-13 00:00:00
QUEENS,11377.0,40.746235,-73.89895,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-07-02 13:15:00
MANHATTAN,10027.0,40.80875,-73.959656,0.0,0.0,0,0,0,0,0,0,Unsafe Lane Changing,Taxi,2018-06-21 10:35:00
MANHATTAN,10001.0,40.744225,-73.98892,0.0,0.0,0,0,0,0,0,0,Passing Too Closely,Taxi,2018-06-30 04:40:00
QUEENS,11420.0,40.666862,-73.8045,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-06-25 09:00:00
BROOKLYN,11234,40.63413,-73.928505,0.0,0.0,0,0,0,0,0,0,Unsafe Lane Changing,Taxi,2018-06-18 14:45:00
MANHATTAN,10011.0,40.741665,-74.00114,0.0,0.0,0,0,0,0,0,0,Passing or Lane Usage Improper,Taxi,2018-06-28 11:15:00
MANHATTAN,10017,40.75524,-73.97328,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-06-14 12:50:00
QUEENS,11101,40.757492,-73.93911,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-07-04 03:00:00
QUEENS,11106,40.76399,-73.93288,1.0,0.0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Taxi,2018-06-18 15:10:00
BROOKLYN,11207,40.675735,-73.89686,1.0,0.0,0,0,0,0,1,0,Following Too Closely,Taxi,2018-06-22 12:29:00
QUEENS,11377.0,40.746334,-73.89633,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-06-17 05:20:00
MANHATTAN,10017.0,40.750282,-73.97186,0.0,0.0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Taxi,2018-06-22 10:30:00
MANHATTAN,10017.0,40.751747,-73.97081,2.0,0.0,0,0,0,0,2,0,Other Lighting Defects,Taxi,2018-06-29 20:25:00
BROOKLYN,11216,40.686577,-73.947464,0.0,0.0,0,0,0,0,0,0,Traffic Control Disregarded,Ambulance,2018-06-30 17:24:00
BRONX,10474.0,40.820255,-73.88706,0.0,0.0,0,0,0,0,0,0,Tire Failure/Inadequate,Taxi,2018-06-30 05:50:00
MANHATTAN,10002.0,40.71997,-73.992905,1.0,0.0,0,0,0,0,1,0,Unsafe Speed,Taxi,2018-06-15 00:00:00
BROOKLYN,11206,40.706703,-73.935715,1.0,0.0,0,0,1,0,0,0,Passing Too Closely,Taxi,2018-06-15 00:00:00
MANHATTAN,10014.0,40.732822,-74.00864,0.0,0.0,0,0,0,0,0,0,Unspecified,Taxi,2018-06-29 17:08:00
MANHATTAN,10016.0,40.746204,-73.985146,0.0,0.0,0,0,0,0,0,0,Unspecified,Taxi,2018-06-21 09:41:00
BROOKLYN,11207.0,40.66465,-73.891075,0.0,0.0,0,0,0,0,0,0,Passenger Distraction,Taxi,2018-06-17 00:46:00
MANHATTAN,10013.0,40.72044,-73.998,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-06-14 10:00:00
MANHATTAN,10280.0,40.709446,-74.01726,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-07-05 17:00:00
BROOKLYN,11204.0,40.62774,-73.981575,1.0,0.0,0,0,0,0,1,0,Driver Inattention/Distraction,Taxi,2018-06-18 11:45:00
BRONX,10460.0,40.840855,-73.86547,0.0,0.0,0,0,0,0,0,0,Following Too Closely,Taxi,2018-06-25 11:29:00
MANHATTAN,10155,40.758327,-73.957825,0.0,0.0,0,0,0,0,0,0,Unspecified,Taxi,2018-06-29 08:16:00
MANHATTAN,10017,40.752117,-73.97556,0.0,0.0,0,0,0,0,0,0,Passenger Distraction,Taxi,2018-07-02 17:50:00
MANHATTAN,10031.0,40.83022,-73.94769,0.0,0.0,0,0,0,0,0,0,Backing Unsafely,Taxi,2018-06-12 14:44:00
MANHATTAN,10009.0,40.728195,-73.984886,0.0,0.0,0,0,0,0,0,0,Passing Too Closely,Taxi,2018-06-30 00:00:00
MANHATTAN,10014,40.763897,-73.95323,0.0,0.0,0,0,0,0,0,0,Following Too Closely,Taxi,2018-06-27 22:30:00
QUEENS,11435,40.693787,-73.81173,0.0,0.0,0,0,0,0,0,0,Following Too Closely,Taxi,2018-06-28 17:06:00
MANHATTAN,10018.0,40.75591,-73.99448,0.0,0.0,0,0,0,0,0,0,Unsafe Lane Changing,Taxi,2018-06-15 12:55:00
MANHATTAN,10011.0,40.74649,-74.001335,0.0,0.0,0,0,0,0,0,0,Passing or Lane Usage Improper,Taxi,2018-06-24 21:42:00
MANHATTAN,10037,40.752415,-73.97838,0.0,0.0,0,0,0,0,0,0,Following Too Closely,Taxi,2018-07-05 22:53:00
MANHATTAN,10028.0,40.774292,-73.95127,1.0,0.0,0,0,1,0,0,0,Unspecified,Taxi,2018-06-14 21:05:00
MANHATTAN,10014.0,40.73128,-74.00671,0.0,0.0,0,0,0,0,0,0,Backing Unsafely,Taxi,2018-06-22 21:49:00
BRONX,10462.0,40.831924,-73.85104,0.0,0.0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Taxi,2018-06-27 12:30:00
MANHATTAN,10036.0,40.757122,-73.99166,0.0,0.0,0,0,0,0,0,0,Passing Too Closely,Taxi,2018-06-18 14:15:00
MANHATTAN,10014.0,40.734337,-74.002396,0.0,0.0,0,0,0,0,0,0,View Obstructed/Limited,Taxi,2018-06-29 09:50:00
MANHATTAN,10075.0,40.773193,-73.9547,0.0,0.0,0,0,0,0,0,0,Other Vehicular,Taxi,2018-06-15 06:50:00
BRONX,10458.0,40.857372,-73.886024,1.0,0.0,1,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-06-15 12:00:00
MANHATTAN,10162,40.768875,-73.94898,0.0,0.0,0,0,0,0,0,0,Passing Too Closely,Taxi,2018-06-29 00:06:00
MANHATTAN,10011.0,40.748356,-74.00369,1.0,0.0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Ambulance,2018-07-03 21:50:00
MANHATTAN,10035,40.798256,-73.92402,1.0,0.0,0,0,0,0,1,0,Following Too Closely,Taxi,2018-06-24 17:34:00
MANHATTAN,10012.0,40.72469,-73.9974,1.0,0.0,0,0,0,0,1,0,Following Too Closely,Taxi,2018-06-26 16:10:00
MANHATTAN,10037.0,40.81653,-73.93488,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-06-13 07:40:00
MANHATTAN,10019.0,40.766045,-73.983376,0.0,0.0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Taxi,2018-06-24 01:07:00
MANHATTAN,10016,40.743824,-73.979515,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-07-02 17:10:00
BRONX,10459.0,40.817875,-73.89333,3.0,0.0,0,0,0,0,3,0,Failure to Yield Right-of-Way,Ambulance,2018-06-18 19:10:00
QUEENS,11371,40.765976,-73.86284,0.0,0.0,0,0,0,0,0,0,Following Too Closely,Taxi,2018-06-26 07:05:00
MANHATTAN,10001.0,40.751522,-73.99396,0.0,0.0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Taxi,2018-06-17 13:30:00
MANHATTAN,10032,40.82815,-73.93491,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Ambulance,2018-06-18 13:55:00
MANHATTAN,10017.0,40.750774,-73.97655,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-06-12 19:15:00
BRONX,10451,40.823624,-73.92308,0.0,0.0,0,0,0,0,0,0,Backing Unsafely,Taxi,2018-06-14 14:30:00
MANHATTAN,10170.0,40.752262,-73.97547,0.0,0.0,0,0,0,0,0,0,Passing or Lane Usage Improper,Taxi,2018-06-15 00:58:00
BRONX,10458,40.85876,-73.89736,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Ambulance,2018-06-27 17:12:00
BROOKLYN,11224.0,40.575302,-73.98453,0.0,0.0,0,0,0,0,0,0,Passing Too Closely,Ambulance,2018-06-16 19:10:00
BROOKLYN,11217.0,40.683464,-73.97569,0.0,0.0,0,0,0,0,0,0,Backing Unsafely,Taxi,2018-06-20 19:00:00
MANHATTAN,10001.0,40.75048,-73.99472,0.0,0.0,0,0,0,0,0,0,Passing or Lane Usage Improper,Taxi,2018-06-22 17:00:00
BROOKLYN,11229.0,40.608807,-73.9532,1.0,0.0,1,0,0,0,0,0,Unspecified,Taxi,2018-06-18 15:30:00
BRONX,10452.0,40.845886,-73.915085,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-06-29 21:40:00
MANHATTAN,10003.0,40.730564,-73.99052,0.0,0.0,0,0,0,0,0,0,Traffic Control Disregarded,Taxi,2018-06-23 01:40:00
MANHATTAN,10019.0,40.762394,-73.97861,0.0,0.0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Taxi,2018-06-30 11:00:00
BROOKLYN,11207,40.675785,-73.90269,2.0,0.0,0,0,0,0,2,0,Following Too Closely,Taxi,2018-06-18 08:08:00
MANHATTAN,10012.0,40.724136,-73.992615,0.0,0.0,0,0,0,0,0,0,Unspecified,Taxi,2018-06-16 21:30:00
MANHATTAN,10022.0,40.762177,-73.96613,0.0,0.0,0,0,0,0,0,0,Unspecified,Taxi,2018-07-03 15:18:00
BROOKLYN,11204.0,40.613388,-73.995995,0.0,0.0,0,0,0,0,0,0,Unsafe Lane Changing,Taxi,2018-06-23 19:30:00
BRONX,10451.0,40.816696,-73.923096,0.0,0.0,0,0,0,0,0,0,Passing or Lane Usage Improper,Taxi,2018-06-29 23:00:00
QUEENS,11436,40.669243,-73.80129,0.0,0.0,0,0,0,0,0,0,Reaction to Uninvolved Vehicle,Taxi,2018-07-04 06:00:00
MANHATTAN,10019.0,40.769115,-73.98856,0.0,0.0,0,0,0,0,0,0,Unsafe Speed,Taxi,2018-06-17 02:32:00
MANHATTAN,10021.0,40.773006,-73.96033,0.0,0.0,0,0,0,0,0,0,Unspecified,Taxi,2018-06-14 02:00:00
MANHATTAN,10022,40.756725,-73.96,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-06-18 08:20:00
MANHATTAN,10018.0,40.751114,-73.98503,0.0,0.0,0,0,0,0,0,0,Unspecified,Taxi,2018-06-28 22:35:00
MANHATTAN,10013.0,40.719322,-73.99731,0.0,0.0,0,0,0,0,0,0,Passenger Distraction,Taxi,2018-06-25 23:50:00
QUEENS,11411.0,40.701973,-73.7448,0.0,0.0,0,0,0,0,0,0,Passing Too Closely,Ambulance,2018-06-17 20:45:00
BROOKLYN,11222.0,40.733982,-73.95488,1.0,0.0,1,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-06-19 02:00:00
MANHATTAN,10040,40.84618,-73.92925,0.0,0.0,0,0,0,0,0,0,Unspecified,Taxi,2018-07-02 19:10:00
MANHATTAN,10003,40.730076,-73.99285,1.0,0.0,1,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-06-25 00:43:00
BRONX,10472.0,40.834423,-73.879265,2.0,0.0,0,0,0,0,2,0,Turning Improperly,Taxi,2018-06-26 12:20:00
MANHATTAN,10025.0,40.78911,-73.96656,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-06-19 12:20:00
BROOKLYN,11219.0,40.64372,-73.99141,1.0,0.0,0,0,0,0,1,0,Backing Unsafely,Taxi,2018-07-03 16:25:00
MANHATTAN,10022.0,40.76093,-73.96914,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-06-14 23:43:00
MANHATTAN,10036.0,40.754,-73.98211,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-06-29 08:42:00
BRONX,10474.0,40.81707,-73.88525,0.0,0.0,0,0,0,0,0,0,Unspecified,Taxi,2018-06-16 02:20:00
MANHATTAN,10039.0,40.83217,-73.935425,0.0,0.0,0,0,0,0,0,0,Unspecified,Taxi,2018-06-29 11:15:00
MANHATTAN,10065,40.768543,-73.9657,0.0,0.0,0,0,0,0,0,0,Unspecified,Taxi,2018-06-25 23:35:00
BROOKLYN,11201.0,40.692265,-73.988205,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-06-29 00:15:00
MANHATTAN,10011,40.742226,-73.99702,1.0,0.0,0,0,1,0,0,0,Other Vehicular,Taxi,2018-06-20 11:05:00
BROOKLYN,11208,40.671997,-73.87742,0.0,0.0,0,0,0,0,0,0,Unspecified,Taxi,2018-06-21 04:00:00
MANHATTAN,10030,40.822834,-73.941925,1.0,0.0,0,0,0,0,1,0,Unspecified,Taxi,2018-06-30 17:30:00
MANHATTAN,10011.0,40.7464,-74.00511,0.0,0.0,0,0,0,0,0,0,Following Too Closely,Taxi,2018-06-15 08:14:00
BRONX,10455.0,40.81816,-73.91651,0.0,0.0,0,0,0,0,0,0,Unspecified,Taxi,2018-06-16 13:20:00
MANHATTAN,10128.0,40.782005,-73.95167,1.0,0.0,1,0,0,0,0,0,Unspecified,Taxi,2018-06-14 15:25:00
QUEENS,11691,40.596687,-73.74422,2.0,0.0,0,0,0,0,2,0,Traffic Control Disregarded,Taxi,2018-06-29 10:05:00
MANHATTAN,10001.0,40.74453,-73.98888,0.0,0.0,0,0,0,0,0,0,Backing Unsafely,Taxi,2018-06-18 11:15:00
MANHATTAN,10001.0,40.75277,-73.99483,0.0,0.0,0,0,0,0,0,0,Passing or Lane Usage Improper,Taxi,2018-06-22 14:30:00
BROOKLYN,11212.0,40.66045,-73.90159,2.0,0.0,0,0,0,0,2,0,Unspecified,Taxi,2018-06-27 23:00:00
MANHATTAN,10017.0,40.75348,-73.980896,0.0,0.0,0,0,0,0,0,0,Unspecified,Taxi,2018-07-04 20:48:00
QUEENS,11377.0,40.740875,-73.89962,0.0,0.0,0,0,0,0,0,0,Reaction to Uninvolved Vehicle,Taxi,2018-06-12 19:00:00
QUEENS,11354,40.770554,-73.83551,0.0,0.0,0,0,0,0,0,0,Following Too Closely,Taxi,2018-06-15 15:41:00
MANHATTAN,10012.0,40.72931,-73.997894,0.0,0.0,0,0,0,0,0,0,Unsafe Speed,Taxi,2018-06-27 05:10:00
MANHATTAN,10013.0,40.72625,-74.00374,1.0,0.0,0,0,0,0,1,0,Driver Inattention/Distraction,Taxi,2018-06-26 20:50:00
MANHATTAN,10017.0,40.75348,-73.97879,0.0,0.0,0,0,0,0,0,0,Unspecified,Taxi,2018-06-20 13:46:00
MANHATTAN,10016.0,40.747627,-73.976746,0.0,0.0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Taxi,2018-06-15 04:40:00
QUEENS,11426.0,40.740227,-73.72656,1.0,0.0,0,0,0,0,1,0,Unspecified,Ambulance,2018-06-27 13:15:00
BRONX,10461,40.850098,-73.84498,1.0,0.0,1,0,0,0,0,0,Failure to Yield Right-of-Way,Taxi,2018-06-19 20:39:00
MANHATTAN,10032.0,40.83723,-73.93884,1.0,0.0,0,0,1,0,0,0,Driver Inattention/Distraction,Taxi,2018-07-04 15:10:00
BRONX,10455.0,40.817722,-73.91792,1.0,0.0,1,0,0,0,0,0,Unspecified,Taxi,2018-06-29 16:00:00
BRONX,10467.0,40.881958,-73.86034,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-06-17 09:00:00
QUEENS,11415,40.716557,-73.82869,0.0,0.0,0,0,0,0,0,0,Passing or Lane Usage Improper,Taxi,2018-07-02 15:40:00
BRONX,10454,40.806797,-73.92458,0.0,0.0,0,0,0,0,0,0,Following Too Closely,Taxi,2018-07-02 12:30:00
BROOKLYN,11249,40.713974,-73.953094,0.0,0.0,0,0,0,0,0,0,View Obstructed/Limited,Taxi,2018-06-27 10:55:00
MANHATTAN,10030,40.812813,-73.94181,0.0,0.0,0,0,0,0,0,0,Passing Too Closely,Taxi,2018-06-22 15:15:00
QUEENS,11413.0,40.677254,-73.743805,0.0,0.0,0,0,0,0,0,0,Unspecified,Taxi,2018-07-03 07:40:00
MANHATTAN,10002.0,40.713688,-73.99459,1.0,0.0,1,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-06-18 21:20:00
BROOKLYN,11206.0,40.70152,-73.94323,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-06-17 01:35:00
MANHATTAN,10029.0,40.78917,-73.95275,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-06-18 11:00:00
BRONX,10459.0,40.81969,-73.90161,1.0,0.0,0,0,0,0,1,0,Unspecified,Fire truck,2018-06-29 17:20:00
MANHATTAN,10016.0,40.748985,-73.979965,0.0,0.0,0,0,0,0,0,0,Traffic Control Disregarded,Taxi,2018-06-28 12:51:00
BRONX,10467.0,40.885628,-73.866066,1.0,0.0,0,0,0,0,1,0,Backing Unsafely,Taxi,2018-06-26 01:20:00
MANHATTAN,10107,40.76889,-73.9821,0.0,0.0,0,0,0,0,0,0,Passing or Lane Usage Improper,Taxi,2018-06-27 09:00:00
QUEENS,11370,40.773808,-73.8929,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-06-22 01:00:00
BROOKLYN,11217.0,40.68085,-73.97746,0.0,0.0,0,0,0,0,0,0,Reaction to Uninvolved Vehicle,Fire truck,2018-07-02 00:00:00
MANHATTAN,10009,40.718864,-73.97483,0.0,0.0,0,0,0,0,0,0,Following Too Closely,Taxi,2018-06-14 09:00:00
MANHATTAN,10024.0,40.78267,-73.97722,1.0,0.0,1,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-07-02 12:00:00
MANHATTAN,10001.0,40.74666,-73.990074,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-06-22 06:38:00
MANHATTAN,10158,40.752445,-73.96461,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-06-30 01:27:00
QUEENS,11370,40.766685,-73.892136,0.0,0.0,0,0,0,0,0,0,Passing or Lane Usage Improper,Taxi,2018-06-20 12:10:00
MANHATTAN,10017.0,40.75478,-73.97994,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-06-24 01:30:00
MANHATTAN,10128,40.786545,-73.95256,1.0,0.0,0,0,1,0,0,0,Driver Inattention/Distraction,Taxi,2018-06-20 17:28:00
MANHATTAN,10031.0,40.826427,-73.950455,0.0,0.0,0,0,0,0,0,0,Passing or Lane Usage Improper,Taxi,2018-06-30 22:30:00
MANHATTAN,10013,40.719902,-74.00261,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Taxi,2018-06-29 18:40:00
MANHATTAN,10022,40.763546,-73.969345,0.0,0.0,0,0,0,0,0,0,Unsafe Lane Changing,Taxi,2018-06-26 16:45:00
