BOROUGH,ZIP_CODE,LATITUDE,LONGITUDE,CONTRIBUTING_FACTOR_VEHICLE1,VEHICLE_TYPE_CODE1,CRASH_DATETIME,MONTH,HOUR,DAY_WEEK,DAY,CASUALTIES,icon
QUEENS,11372.0,40.75458,-73.89467,Driver Inattention/Distraction,Taxi,2018-08-28 09:55:00,August,9,Tuesday,28,No Damage,rain
MANHATTAN,10128.0,40.78519,-73.95143,Unsafe Lane Changing,Taxi,2018-08-16 15:30:00,August,15,Thursday,16,No Damage,rain
BRONX,10474.0,40.81786,-73.89058,Unspecified,Taxi,2018-08-14 13:15:00,August,13,Tuesday,14,Injured or Killed,rain
QUEENS,11377.0,40.746426,-73.895424,Passing Too Closely,Ambulance,2018-08-08 14:50:00,August,14,Wednesday,8,No Damage,rain
MANHATTAN,10016.0,40.74388,-73.98157,Unspecified,Taxi,2018-08-21 18:45:00,August,18,Tuesday,21,No Damage,rain
QUEENS,11419.0,40.690384,-73.81321,Passing Too Closely,Taxi,2018-08-26 00:30:00,August,0,Sunday,26,No Damage,partly-cloudy
BROOKLYN,11203.0,40.655827,-73.94336,Unspecified,Ambulance,2018-08-21 15:00:00,August,15,Tuesday,21,No Damage,rain
BROOKLYN,11205.0,40.694687,-73.95521,Driver Inattention/Distraction,Taxi,2018-08-27 22:00:00,August,22,Monday,27,No Damage,clear
QUEENS,11373.0,40.739113,-73.88975,Driver Inattention/Distraction,Taxi,2018-08-09 07:00:00,August,7,Thursday,9,No Damage,rain
MANHATTAN,10009.0,40.73119,-73.98218,Driver Inattention/Distraction,Taxi,2018-08-07 23:10:00,August,23,Tuesday,7,No Damage,rain
MANHATTAN,10012.0,40.725082,-73.99534,Driver Inattention/Distraction,Taxi,2018-08-24 19:10:00,August,19,Friday,24,No Damage,rain
BRONX,10458.0,40.86581,-73.88922,Passing Too Closely,Fire truck,2018-08-08 12:15:00,August,12,Wednesday,8,No Damage,rain
BROOKLYN,11230.0,40.616035,-73.955795,Unspecified,Taxi,2018-08-24 03:22:00,August,3,Friday,24,No Damage,rain
BROOKLYN,11233.0,40.67903,-73.9246,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Taxi,2018-08-18 00:50:00,August,0,Saturday,18,Injured or Killed,rain
MANHATTAN,10021.0,40.767494,-73.95933,Driver Inattention/Distraction,Taxi,2018-08-03 16:46:00,August,16,Friday,3,No Damage,rain
MANHATTAN,10036.0,40.755947,-73.98075,Driver Inattention/Distraction,Taxi,2018-08-08 13:00:00,August,13,Wednesday,8,Injured or Killed,rain
MANHATTAN,10010.0,40.738716,-73.98497,Driver Inattention/Distraction,Taxi,2018-08-10 12:26:00,August,12,Friday,10,No Damage,partly-cloudy
MANHATTAN,10022.0,40.757706,-73.96556,Driver Inattention/Distraction,Taxi,2018-08-27 11:10:00,August,11,Monday,27,No Damage,clear
MANHATTAN,10036.0,40.762806,-73.993164,Driver Inexperience,Taxi,2018-08-11 23:55:00,August,23,Saturday,11,No Damage,rain
MANHATTAN,10022.0,40.760254,-73.967545,Failure to Yield Right-of-Way,Taxi,2018-08-19 14:19:00,August,14,Sunday,19,Injured or Killed,rain
MANHATTAN,10012.0,40.716194,-73.996086,Driver Inattention/Distraction,Taxi,2018-08-25 08:50:00,August,8,Saturday,25,No Damage,clear
BROOKLYN,11238.0,40.68175,-73.96748,Unsafe Speed,Taxi,2018-08-04 16:30:00,August,16,Saturday,4,Injured or Killed,rain
QUEENS,11104.0,40.73448,-73.92243,Driver Inattention/Distraction,Taxi,2018-08-19 22:23:00,August,22,Sunday,19,No Damage,rain
BROOKLYN,11231.0,40.680225,-74.00481,Following Too Closely,Taxi,2018-08-08 09:45:00,August,9,Wednesday,8,No Damage,rain
MANHATTAN,10065.0,40.762486,-73.96298,Passing or Lane Usage Improper,Taxi,2018-08-26 10:00:00,August,10,Sunday,26,No Damage,partly-cloudy
MANHATTAN,10037.0,40.820435,-73.93624,Reaction to Uninvolved Vehicle,Taxi,2018-08-05 14:30:00,August,14,Sunday,5,No Damage,clear
BRONX,10472.0,40.82858,-73.87918,Passing or Lane Usage Improper,Taxi,2018-08-08 03:01:00,August,3,Wednesday,8,No Damage,rain
MANHATTAN,10107.0,40.768482,-73.98208,Passing Too Closely,Taxi,2018-08-20 13:00:00,August,13,Monday,20,No Damage,cloudy
MANHATTAN,10003.0,40.727867,-73.99315,Unspecified,Taxi,2018-08-08 20:30:00,August,20,Wednesday,8,No Damage,rain
BRONX,10470.0,40.89742,-73.86718,Unsafe Speed,Taxi,2018-08-07 07:52:00,August,7,Tuesday,7,Injured or Killed,rain
MANHATTAN,10001.0,40.752426,-73.992,Driver Inattention/Distraction,Taxi,2018-08-13 21:40:00,August,21,Monday,13,No Damage,rain
BRONX,10454.0,40.803352,-73.92922,Passing Too Closely,Taxi,2018-08-24 07:40:00,August,7,Friday,24,No Damage,rain
MANHATTAN,10036.0,40.763966,-73.993965,Following Too Closely,Taxi,2018-08-06 13:00:00,August,13,Monday,6,No Damage,clear
MANHATTAN,10002.0,40.71521,-73.98427,Backing Unsafely,Taxi,2018-08-24 08:50:00,August,8,Friday,24,No Damage,rain
MANHATTAN,10007.0,40.71369,-74.01376,Failure to Yield Right-of-Way,Taxi,2018-08-08 08:25:00,August,8,Wednesday,8,Injured or Killed,rain
QUEENS,11368.0,40.7542,-73.867645,Driver Inattention/Distraction,Taxi,2018-08-20 00:25:00,August,0,Monday,20,No Damage,cloudy
BRONX,10465.0,40.819252,-73.81088,Unsafe Lane Changing,Taxi,2018-08-24 02:00:00,August,2,Friday,24,Injured or Killed,rain
MANHATTAN,10036.0,40.75838,-73.988945,Unspecified,Taxi,2018-08-22 13:30:00,August,13,Wednesday,22,No Damage,rain
BROOKLYN,11215.0,40.673634,-73.97748,Unspecified,Taxi,2018-08-04 03:50:00,August,3,Saturday,4,No Damage,rain
BRONX,10451.0,40.813313,-73.92288,Driver Inattention/Distraction,Ambulance,2018-08-09 11:32:00,August,11,Thursday,9,No Damage,rain
MANHATTAN,10155.0,40.75834,-73.95775,Unsafe Lane Changing,Taxi,2018-08-16 20:10:00,August,20,Thursday,16,No Damage,rain
BROOKLYN,11207.0,40.67211,-73.88553,Driver Inattention/Distraction,Ambulance,2018-08-06 20:50:00,August,20,Monday,6,No Damage,clear
MANHATTAN,10174.0,40.744194,-73.97133,Driver Inattention/Distraction,Taxi,2018-08-22 21:15:00,August,21,Wednesday,22,No Damage,rain
BROOKLYN,11219.0,40.636177,-73.984955,Steering Failure,Taxi,2018-08-09 09:05:00,August,9,Thursday,9,No Damage,rain
BRONX,10458.0,40.858376,-73.89637,Passing Too Closely,Taxi,2018-08-28 09:30:00,August,9,Tuesday,28,No Damage,rain
MANHATTAN,10009.0,40.73019,-73.97255,Driver Inattention/Distraction,Taxi,2018-08-10 22:00:00,August,22,Friday,10,No Damage,partly-cloudy
MANHATTAN,10065.0,40.76416,-73.968895,Unsafe Lane Changing,Taxi,2018-08-08 09:05:00,August,9,Wednesday,8,No Damage,rain
BROOKLYN,11221.0,40.69317,-73.92467,Passing or Lane Usage Improper,Ambulance,2018-08-22 16:30:00,August,16,Wednesday,22,No Damage,rain
MANHATTAN,10019.0,40.766712,-73.98289,Failure to Yield Right-of-Way,Taxi,2018-08-14 13:45:00,August,13,Tuesday,14,Injured or Killed,rain
MANHATTAN,10012.0,40.724236,-73.997795,Passing Too Closely,Taxi,2018-08-27 14:30:00,August,14,Monday,27,Injured or Killed,clear
BRONX,10461.0,40.857357,-73.84642,Backing Unsafely,Ambulance,2018-08-26 09:40:00,August,9,Sunday,26,No Damage,partly-cloudy
MANHATTAN,10030.0,40.817844,-73.94185,Driver Inattention/Distraction,Taxi,2018-08-24 12:18:00,August,12,Friday,24,No Damage,rain
BROOKLYN,11236.0,40.63311,-73.89672,Driver Inattention/Distraction,Taxi,2018-08-21 20:15:00,August,20,Tuesday,21,Injured or Killed,rain
MANHATTAN,10030.0,40.822834,-73.941925,View Obstructed/Limited,Taxi,2018-08-22 01:38:00,August,1,Wednesday,22,Injured or Killed,rain
MANHATTAN,10014.0,40.728394,-74.003136,Driver Inexperience,Taxi,2018-08-21 17:10:00,August,17,Tuesday,21,Injured or Killed,rain
BROOKLYN,11233.0,40.669918,-73.91889,Unspecified,Taxi,2018-08-23 21:26:00,August,21,Thursday,23,No Damage,rain
MANHATTAN,10031.0,40.825756,-73.95094,Driver Inattention/Distraction,Taxi,2018-08-08 02:20:00,August,2,Wednesday,8,No Damage,rain
BROOKLYN,11237.0,40.698864,-73.90989,Backing Unsafely,Taxi,2018-08-13 12:00:00,August,12,Monday,13,No Damage,rain
BRONX,10454.0,40.804054,-73.91369,Other Vehicular,Taxi,2018-08-09 23:17:00,August,23,Thursday,9,Injured or Killed,rain
BRONX,10459.0,40.821068,-73.89894,Traffic Control Disregarded,Taxi,2018-08-17 19:00:00,August,19,Friday,17,Injured or Killed,rain
MANHATTAN,10003.0,40.725582,-73.989876,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Taxi,2018-08-04 20:11:00,August,20,Saturday,4,No Damage,rain
MANHATTAN,10016.0,40.74892,-73.9779,Driver Inattention/Distraction,Taxi,2018-08-18 12:00:00,August,12,Saturday,18,Injured or Killed,rain
QUEENS,11418.0,40.697514,-73.8355,Driver Inattention/Distraction,Taxi,2018-08-22 16:25:00,August,16,Wednesday,22,No Damage,rain
QUEENS,11434.0,40.667236,-73.770004,Passing or Lane Usage Improper,Taxi,2018-08-03 19:05:00,August,19,Friday,3,No Damage,rain
BRONX,10451.0,40.826855,-73.922676,Following Too Closely,Taxi,2018-08-25 00:25:00,August,0,Saturday,25,No Damage,clear
MANHATTAN,10012.0,40.724804,-73.9933,Other Vehicular,Taxi,2018-08-26 21:30:00,August,21,Sunday,26,No Damage,partly-cloudy
MANHATTAN,10035.0,40.788795,-73.93755,Other Vehicular,Taxi,2018-08-05 01:45:00,August,1,Sunday,5,No Damage,clear
BROOKLYN,11208.0,40.69168,-73.99965,Pavement Slippery,Taxi,2018-08-17 23:30:00,August,23,Friday,17,No Damage,rain
BRONX,10475.0,40.88883,-73.81516,Following Too Closely,Taxi,2018-08-05 16:30:00,August,16,Sunday,5,No Damage,clear
QUEENS,11374.0,40.73204,-73.87034,Driver Inattention/Distraction,Taxi,2018-08-04 18:30:00,August,18,Saturday,4,No Damage,rain
MANHATTAN,10035.0,40.822388,-73.934296,Other Vehicular,Taxi,2018-08-19 14:25:00,August,14,Sunday,19,No Damage,rain
BRONX,10468.0,40.859604,-73.90778,Backing Unsafely,Taxi,2018-08-15 19:00:00,August,19,Wednesday,15,No Damage,rain
MANHATTAN,10004.0,40.701782,-74.01117,Driver Inattention/Distraction,Taxi,2018-08-08 11:30:00,August,11,Wednesday,8,No Damage,rain
QUEENS,11375.0,40.726814,-73.83846,Following Too Closely,Taxi,2018-08-05 00:35:00,August,0,Sunday,5,Injured or Killed,clear
BRONX,10458.0,40.8617,-73.89139,Driver Inexperience,Taxi,2018-08-22 15:00:00,August,15,Wednesday,22,No Damage,rain
QUEENS,11418.0,40.70071,-73.81515,Driver Inattention/Distraction,Taxi,2018-08-12 06:00:00,August,6,Sunday,12,No Damage,rain
MANHATTAN,10002.0,40.710327,-73.98786,Passing Too Closely,Taxi,2018-08-21 16:54:00,August,16,Tuesday,21,Injured or Killed,rain
QUEENS,11101.0,40.7563,-73.92007,Following Too Closely,Taxi,2018-08-09 12:31:00,August,12,Thursday,9,No Damage,rain
QUEENS,11103.0,40.756676,-73.920876,Driver Inattention/Distraction,Taxi,2018-08-03 15:36:00,August,15,Friday,3,Injured or Killed,rain
BROOKLYN,11203.0,40.647007,-73.946266,Unspecified,Taxi,2018-08-03 11:50:00,August,11,Friday,3,No Damage,rain
BROOKLYN,11249.0,40.719845,-73.9624,Outside Car Distraction,Taxi,2018-08-16 00:00:00,August,0,Thursday,16,No Damage,rain
MANHATTAN,10018.0,40.75595,-73.99074,Unspecified,Taxi,2018-08-25 10:35:00,August,10,Saturday,25,No Damage,clear
MANHATTAN,10017.0,40.756557,-73.97444,Driver Inattention/Distraction,Taxi,2018-08-13 16:05:00,August,16,Monday,13,No Damage,rain
MANHATTAN,10016.0,40.744778,-73.97589,Driver Inattention/Distraction,Taxi,2018-08-08 22:56:00,August,22,Wednesday,8,No Damage,rain
BRONX,10460.0,40.839798,-73.873604,Driver Inattention/Distraction,Taxi,2018-08-25 13:00:00,August,13,Saturday,25,No Damage,clear
BROOKLYN,11208.0,40.683647,-73.87219,Unspecified,Taxi,2018-08-11 13:08:00,August,13,Saturday,11,No Damage,rain
MANHATTAN,10001.0,40.74839,-73.98655,Passing or Lane Usage Improper,Taxi,2018-08-14 04:20:00,August,4,Tuesday,14,No Damage,rain
BROOKLYN,11226.0,40.643063,-73.95166,Unspecified,Taxi,2018-08-16 11:34:00,August,11,Thursday,16,Injured or Killed,rain
BRONX,10453.0,40.845226,-73.91309,Unspecified,Taxi,2018-08-17 19:30:00,August,19,Friday,17,Injured or Killed,rain
MANHATTAN,10001.0,40.75578,-74.00199,Unspecified,Taxi,2018-08-12 14:50:00,August,14,Sunday,12,No Damage,rain
BRONX,10471.0,40.89788,-73.884514,Unspecified,Taxi,2018-08-19 20:45:00,August,20,Sunday,19,Injured or Killed,rain
MANHATTAN,10001.0,40.749733,-73.99354,Driver Inattention/Distraction,Taxi,2018-08-08 10:35:00,August,10,Wednesday,8,No Damage,rain
BROOKLYN,11207.0,40.66879,-73.88839,Failure to Yield Right-of-Way,Taxi,2018-08-02 17:15:00,August,17,Thursday,2,No Damage,rain
BRONX,10469.0,40.864677,-73.8352,Driver Inattention/Distraction,Taxi,2018-08-27 19:40:00,August,19,Monday,27,No Damage,clear
MANHATTAN,10035.0,40.8062,-73.94174,Turning Improperly,Taxi,2018-08-24 13:51:00,August,13,Friday,24,No Damage,rain
MANHATTAN,10036.0,40.759205,-73.98464,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Taxi,2018-08-17 17:54:00,August,17,Friday,17,No Damage,rain
BRONX,10468.0,40.86166,-73.910965,Unsafe Lane Changing,Taxi,2018-08-07 10:40:00,August,10,Tuesday,7,No Damage,rain
MANHATTAN,10019.0,40.768272,-73.98655,Turning Improperly,Taxi,2018-08-12 14:00:00,August,14,Sunday,12,No Damage,rain
MANHATTAN,10022.0,40.76156,-73.974686,Following Too Closely,Taxi,2018-08-02 18:30:00,August,18,Thursday,2,Injured or Killed,rain
MANHATTAN,10017.0,40.757233,-73.97605,Passing or Lane Usage Improper,Taxi,2018-08-06 14:40:00,August,14,Monday,6,No Damage,clear
QUEENS,11415.0,40.71709,-73.82631,Following Too Closely,Ambulance,2018-08-27 03:15:00,August,3,Monday,27,Injured or Killed,clear
BRONX,10457.0,40.843136,-73.91097,Other Vehicular,Ambulance,2018-08-27 09:15:00,August,9,Monday,27,No Damage,clear
BROOKLYN,11233.0,40.669476,-73.919975,Traffic Control Disregarded,Taxi,2018-08-26 04:16:00,August,4,Sunday,26,No Damage,partly-cloudy
BRONX,10458.0,40.854973,-73.89251,Reaction to Uninvolved Vehicle,Ambulance,2018-08-03 17:00:00,August,17,Friday,3,No Damage,rain
MANHATTAN,10002.0,40.709305,-73.99167,Unsafe Lane Changing,Taxi,2018-08-11 11:25:00,August,11,Saturday,11,No Damage,rain
MANHATTAN,10024.0,40.781837,-73.979294,Reaction to Uninvolved Vehicle,Taxi,2018-08-23 20:49:00,August,20,Thursday,23,No Damage,rain
QUEENS,11436.0,40.66684,-73.78941,Brakes Defective,Taxi,2018-08-07 10:24:00,August,10,Tuesday,7,Injured or Killed,rain
BROOKLYN,11203.0,40.6568,-73.928,Unspecified,Fire truck,2018-08-17 18:30:00,August,18,Friday,17,No Damage,rain
MANHATTAN,10022.0,40.7606,-73.96434,Failure to Yield Right-of-Way,Taxi,2018-08-13 18:38:00,August,18,Monday,13,No Damage,rain
BROOKLYN,11206.0,40.69708,-73.94087,Passing Too Closely,Taxi,2018-08-02 15:00:00,August,15,Thursday,2,Injured or Killed,rain
BROOKLYN,11201.0,40.702488,-73.98854,Driver Inattention/Distraction,Taxi,2018-08-05 11:10:00,August,11,Sunday,5,No Damage,clear
BROOKLYN,11201.0,40.70066,-73.98775,Failure to Yield Right-of-Way,Taxi,2018-08-16 17:50:00,August,17,Thursday,16,No Damage,rain
BRONX,10459.0,40.820145,-73.890656,Following Too Closely,Taxi,2018-08-26 17:35:00,August,17,Sunday,26,Injured or Killed,partly-cloudy
MANHATTAN,10032.0,40.82815,-73.93491,Following Too Closely,Taxi,2018-08-04 10:30:00,August,10,Saturday,4,Injured or Killed,rain
MANHATTAN,10012.0,40.720936,-73.993805,Driver Inattention/Distraction,Taxi,2018-08-20 14:18:00,August,14,Monday,20,No Damage,cloudy
MANHATTAN,10003.0,40.724907,-73.99233,Driver Inattention/Distraction,Taxi,2018-08-17 00:30:00,August,0,Friday,17,No Damage,rain
MANHATTAN,10005.0,40.70518,-74.0074,Passing Too Closely,Taxi,2018-08-05 16:00:00,August,16,Sunday,5,No Damage,clear
QUEENS,11103.0,40.7699,-73.91608,Reaction to Uninvolved Vehicle,Taxi,2018-08-21 07:40:00,August,7,Tuesday,21,No Damage,rain
MANHATTAN,10018.0,40.754593,-73.98946,Driver Inattention/Distraction,Taxi,2018-08-15 21:40:00,August,21,Wednesday,15,No Damage,rain
MANHATTAN,10028.0,40.77882,-73.953995,Backing Unsafely,Taxi,2018-08-05 14:46:00,August,14,Sunday,5,Injured or Killed,clear
MANHATTAN,10001.0,40.751656,-73.99014,Driver Inattention/Distraction,Taxi,2018-08-27 11:50:00,August,11,Monday,27,No Damage,clear
BROOKLYN,11238.0,40.671627,-73.96263,Driver Inattention/Distraction,Taxi,2018-08-04 04:20:00,August,4,Saturday,4,No Damage,rain
MANHATTAN,10027.0,40.81261,-73.95683,Other Vehicular,Taxi,2018-08-11 09:30:00,August,9,Saturday,11,No Damage,rain
QUEENS,11106.0,40.763733,-73.9414,Driver Inattention/Distraction,Taxi,2018-08-26 17:00:00,August,17,Sunday,26,Injured or Killed,partly-cloudy
MANHATTAN,10030.0,40.817173,-73.94606,Driver Inattention/Distraction,Taxi,2018-08-10 19:35:00,August,19,Friday,10,No Damage,partly-cloudy
QUEENS,11365.0,40.738136,-73.79919,Following Too Closely,Taxi,2018-08-05 09:40:00,August,9,Sunday,5,No Damage,clear
MANHATTAN,10016.0,40.748116,-73.97984,Unsafe Lane Changing,Taxi,2018-08-16 23:50:00,August,23,Thursday,16,No Damage,rain
BROOKLYN,11249.0,40.71515,-73.960625,Backing Unsafely,Taxi,2018-08-18 18:10:00,August,18,Saturday,18,No Damage,rain
BRONX,10455.0,40.815697,-73.91678,Unspecified,Taxi,2018-08-21 14:45:00,August,14,Tuesday,21,No Damage,rain
MANHATTAN,10011.0,40.74756,-74.00786,Passenger Distraction,Taxi,2018-08-10 11:00:00,August,11,Friday,10,No Damage,partly-cloudy
MANHATTAN,10018.0,40.757145,-73.99357,Passing or Lane Usage Improper,Taxi,2018-08-04 01:50:00,August,1,Saturday,4,No Damage,rain
QUEENS,11433.0,40.700195,-73.79756,Driver Inattention/Distraction,Taxi,2018-08-27 15:00:00,August,15,Monday,27,Injured or Killed,clear
BROOKLYN,11215.0,40.667027,-73.9952,Unspecified,Taxi,2018-08-05 08:30:00,August,8,Sunday,5,No Damage,clear
QUEENS,11367.0,40.73226,-73.83522,Driver Inattention/Distraction,Taxi,2018-08-22 06:05:00,August,6,Wednesday,22,No Damage,rain
MANHATTAN,10128.0,40.787224,-73.95417,Passing Too Closely,Taxi,2018-08-17 15:00:00,August,15,Friday,17,No Damage,rain
BRONX,10460.0,40.83632,-73.87226,Following Too Closely,Taxi,2018-08-26 15:00:00,August,15,Sunday,26,No Damage,partly-cloudy
MANHATTAN,10003.0,40.7371,-73.990326,Driver Inattention/Distraction,Taxi,2018-08-04 06:30:00,August,6,Saturday,4,No Damage,rain
MANHATTAN,10162.0,40.773335,-73.94421,Unsafe Lane Changing,Taxi,2018-08-03 01:30:00,August,1,Friday,3,No Damage,rain
QUEENS,11374.0,40.72229,-73.86732,Pavement Defective,Taxi,2018-08-05 23:30:00,August,23,Sunday,5,Injured or Killed,clear
BROOKLYN,11233.0,40.68488,-73.92311,Driver Inattention/Distraction,Taxi,2018-08-13 14:00:00,August,14,Monday,13,No Damage,rain
BROOKLYN,11238.0,40.68175,-73.96748,Driver Inattention/Distraction,Taxi,2018-08-24 00:10:00,August,0,Friday,24,No Damage,rain
MANHATTAN,10004.0,40.701782,-74.01117,Unspecified,Taxi,2018-08-06 16:39:00,August,16,Monday,6,No Damage,clear
MANHATTAN,10004.0,40.70509,-74.016464,Unspecified,Taxi,2018-08-14 09:05:00,August,9,Tuesday,14,No Damage,rain
