BOROUGH,ZIP_CODE,LATITUDE,LONGITUDE,CONTRIBUTING_FACTOR_VEHICLE1,VEHICLE_TYPE_CODE1,CRASH_DATETIME,MONTH,HOUR,DAY_WEEK,DAY,CASUALTIES,icon
QUEENS,11105.0,40.77386,-73.90749,Backing Unsafely,Taxi,2018-06-11 12:10:00,June,12,Monday,11,No Damage,rain
BRONX,10458.0,40.859253,-73.88674,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Ambulance,2018-06-05 01:25:00,June,1,Tuesday,5,No Damage,partly-cloudy
MANHATTAN,10036.0,40.755177,-73.98494,Driver Inattention/Distraction,Taxi,2018-06-09 01:40:00,June,1,Saturday,9,No Damage,clear
BROOKLYN,11224.0,40.576572,-73.976494,Driver Inattention/Distraction,Taxi,2018-06-09 16:40:00,June,16,Saturday,9,No Damage,clear
MANHATTAN,10021.0,40.767803,-73.95601,Unspecified,Taxi,2018-06-07 09:00:00,June,9,Thursday,7,No Damage,partly-cloudy
MANHATTAN,10001.0,40.7509,-73.99812,Unsafe Speed,Taxi,2018-06-01 15:30:00,June,15,Friday,1,No Damage,rain
QUEENS,11208.0,40.67661,-73.86172,Passing or Lane Usage Improper,Taxi,2018-06-06 19:50:00,June,19,Wednesday,6,Injured or Killed,partly-cloudy
QUEENS,11374.0,40.719425,-73.86469,Unspecified,Taxi,2018-06-03 01:20:00,June,1,Sunday,3,No Damage,rain
MANHATTAN,10019.0,40.76229,-73.986115,Unspecified,Taxi,2018-06-09 10:02:00,June,10,Saturday,9,No Damage,clear
MANHATTAN,10001.0,40.747223,-73.99144,Driver Inattention/Distraction,Taxi,2018-06-11 15:45:00,June,15,Monday,11,No Damage,rain
MANHATTAN,10033.0,40.851795,-73.93011,Driver Inattention/Distraction,Taxi,2018-06-06 17:41:00,June,17,Wednesday,6,No Damage,partly-cloudy
BRONX,10463.0,40.877937,-73.91625,Unspecified,Taxi,2018-06-09 08:00:00,June,8,Saturday,9,Injured or Killed,clear
MANHATTAN,10022.0,40.75928,-73.959274,Driver Inattention/Distraction,Taxi,2018-06-01 12:30:00,June,12,Friday,1,No Damage,rain
MANHATTAN,10037.0,40.751522,-73.98023,Unspecified,Taxi,2018-06-08 09:45:00,June,9,Friday,8,No Damage,partly-cloudy
MANHATTAN,10017.0,40.75217,-73.97778,Unspecified,Taxi,2018-06-05 10:48:00,June,10,Tuesday,5,No Damage,partly-cloudy
MANHATTAN,10019.0,40.76484,-73.98054,Unspecified,Taxi,2018-06-06 11:50:00,June,11,Wednesday,6,No Damage,partly-cloudy
BROOKLYN,11236.0,40.64302,-73.898445,Backing Unsafely,Taxi,2018-06-01 23:01:00,June,23,Friday,1,No Damage,rain
MANHATTAN,10022.0,40.755756,-73.96479,Driver Inattention/Distraction,Taxi,2018-06-03 16:10:00,June,16,Sunday,3,No Damage,rain
MANHATTAN,10016.0,40.744778,-73.97589,Driver Inattention/Distraction,Taxi,2018-06-11 19:12:00,June,19,Monday,11,Injured or Killed,rain
MANHATTAN,10036.0,40.75623,-73.98309,Unsafe Lane Changing,Taxi,2018-06-06 18:30:00,June,18,Wednesday,6,No Damage,partly-cloudy
MANHATTAN,10021.0,40.77246,-73.96494,Unsafe Lane Changing,Taxi,2018-06-04 11:45:00,June,11,Monday,4,No Damage,rain
STATEN ISLAND,10306.0,40.577946,-74.102325,Passing Too Closely,Ambulance,2018-06-01 15:00:00,June,15,Friday,1,No Damage,rain
MANHATTAN,10038.0,40.708363,-73.99886,Brakes Defective,Taxi,2018-06-07 18:05:00,June,18,Thursday,7,No Damage,partly-cloudy
MANHATTAN,10018.0,40.759514,-73.99926,Reaction to Uninvolved Vehicle,Taxi,2018-06-05 06:23:00,June,6,Tuesday,5,Injured or Killed,partly-cloudy
BROOKLYN,11217.0,40.684395,-73.97835,Following Too Closely,Taxi,2018-06-09 01:30:00,June,1,Saturday,9,No Damage,clear
MANHATTAN,10003.0,40.734673,-73.99459,Passing Too Closely,Taxi,2018-06-05 12:55:00,June,12,Tuesday,5,No Damage,partly-cloudy
MANHATTAN,10075.0,40.77631,-73.96423,Unspecified,Taxi,2018-06-11 14:30:00,June,14,Monday,11,No Damage,rain
MANHATTAN,10033.0,40.848244,-73.93116,Driver Inattention/Distraction,Taxi,2018-06-11 00:50:00,June,0,Monday,11,No Damage,rain
MANHATTAN,10036.0,40.75898,-73.99595,Following Too Closely,Taxi,2018-06-07 09:00:00,June,9,Thursday,7,No Damage,partly-cloudy
MANHATTAN,10016.0,40.741642,-73.97817,Driver Inattention/Distraction,Taxi,2018-06-03 04:52:00,June,4,Sunday,3,No Damage,rain
BRONX,10456.0,40.82147,-73.90535,Backing Unsafely,Taxi,2018-06-06 09:00:00,June,9,Wednesday,6,Injured or Killed,partly-cloudy
BROOKLYN,11205.0,40.687748,-73.96979,Driver Inattention/Distraction,Taxi,2018-06-11 12:00:00,June,12,Monday,11,No Damage,rain
QUEENS,11105.0,40.77613,-73.910706,Turning Improperly,Taxi,2018-06-07 16:04:00,June,16,Thursday,7,Injured or Killed,partly-cloudy
MANHATTAN,10022.0,40.763588,-73.97142,Unsafe Lane Changing,Taxi,2018-06-02 17:11:00,June,17,Saturday,2,No Damage,rain
MANHATTAN,10010.0,40.741356,-73.989136,Unspecified,Ambulance,2018-06-01 17:05:00,June,17,Friday,1,Injured or Killed,rain
QUEENS,11101.0,40.756485,-73.94005,Unsafe Lane Changing,Taxi,2018-06-06 16:00:00,June,16,Wednesday,6,No Damage,partly-cloudy
BRONX,10457.0,40.856045,-73.90079,Driver Inattention/Distraction,Taxi,2018-06-04 01:30:00,June,1,Monday,4,Injured or Killed,rain
MANHATTAN,10018.0,40.757107,-73.997314,Turning Improperly,Taxi,2018-06-12 23:40:00,June,23,Tuesday,12,No Damage,clear
BROOKLYN,11238.0,40.68174,-73.95859,Unsafe Lane Changing,Taxi,2018-06-11 10:45:00,June,10,Monday,11,Injured or Killed,rain
MANHATTAN,10011.0,40.7441,-73.99565,Unspecified,Taxi,2018-06-01 01:10:00,June,1,Friday,1,No Damage,rain
MANHATTAN,10016.0,40.74896,-73.975784,Driver Inattention/Distraction,Taxi,2018-06-07 08:13:00,June,8,Thursday,7,No Damage,partly-cloudy
BRONX,10452.0,40.838886,-73.921646,Unspecified,Taxi,2018-06-09 08:54:00,June,8,Saturday,9,No Damage,clear
MANHATTAN,10002.0,40.72173,-73.98469,Unsafe Speed,Taxi,2018-06-10 23:28:00,June,23,Sunday,10,Injured or Killed,cloudy
BRONX,10470.0,40.89733,-73.86714,Failure to Yield Right-of-Way,Taxi,2018-06-08 07:00:00,June,7,Friday,8,No Damage,partly-cloudy
MANHATTAN,10022.0,40.759983,-73.964806,Failure to Yield Right-of-Way,Taxi,2018-06-08 04:56:00,June,4,Friday,8,No Damage,partly-cloudy
MANHATTAN,10002.0,40.717922,-73.9931,Unspecified,Taxi,2018-06-07 21:40:00,June,21,Thursday,7,Injured or Killed,partly-cloudy
BROOKLYN,11235.0,40.57741,-73.96237,Driver Inattention/Distraction,Taxi,2018-06-05 09:50:00,June,9,Tuesday,5,No Damage,partly-cloudy
MANHATTAN,10029.0,40.78459,-73.94198,Unsafe Lane Changing,Taxi,2018-06-09 19:27:00,June,19,Saturday,9,No Damage,clear
BRONX,10472.0,40.824432,-73.873604,Turning Improperly,Taxi,2018-06-10 00:08:00,June,0,Sunday,10,No Damage,cloudy
MANHATTAN,10023.0,40.771393,-73.98216,Driver Inattention/Distraction,Taxi,2018-06-06 00:27:00,June,0,Wednesday,6,No Damage,partly-cloudy
MANHATTAN,10001.0,40.750206,-74.00234,Passing or Lane Usage Improper,Taxi,2018-06-10 13:45:00,June,13,Sunday,10,No Damage,cloudy
MANHATTAN,10031.0,40.822643,-73.953224,Driverless/Runaway Vehicle,Taxi,2018-06-10 03:00:00,June,3,Sunday,10,No Damage,cloudy
BRONX,10451.0,40.81722,-73.91924,Driver Inattention/Distraction,Taxi,2018-06-06 13:50:00,June,13,Wednesday,6,Injured or Killed,partly-cloudy
MANHATTAN,10039.0,40.823505,-73.94144,Unspecified,Taxi,2018-06-06 03:52:00,June,3,Wednesday,6,No Damage,partly-cloudy
MANHATTAN,10023.0,40.77946,-73.98188,Driver Inattention/Distraction,Taxi,2018-06-11 20:10:00,June,20,Monday,11,Injured or Killed,rain
QUEENS,11365.0,40.737934,-73.79231,Unspecified,Taxi,2018-06-06 09:00:00,June,9,Wednesday,6,No Damage,partly-cloudy
BROOKLYN,11215.0,40.674603,-73.98178,Traffic Control Disregarded,Taxi,2018-06-01 07:20:00,June,7,Friday,1,Injured or Killed,rain
QUEENS,11375.0,40.72277,-73.83625,Following Too Closely,Taxi,2018-06-09 23:59:00,June,23,Saturday,9,No Damage,clear
QUEENS,11385.0,40.70186,-73.88192,Driver Inattention/Distraction,Taxi,2018-06-06 11:30:00,June,11,Wednesday,6,No Damage,partly-cloudy
MANHATTAN,10037.0,40.81094,-73.94318,Unspecified,Taxi,2018-06-12 22:34:00,June,22,Tuesday,12,Injured or Killed,clear
BROOKLYN,11203.0,40.657608,-73.94232,Driver Inattention/Distraction,Ambulance,2018-06-06 21:36:00,June,21,Wednesday,6,No Damage,partly-cloudy
BROOKLYN,11205.0,40.69183,-73.96061,Other Vehicular,Taxi,2018-06-10 00:20:00,June,0,Sunday,10,No Damage,cloudy
QUEENS,11691.0,40.59338,-73.778946,Driver Inexperience,Ambulance,2018-06-02 22:46:00,June,22,Saturday,2,No Damage,rain
BROOKLYN,11225.0,40.66049,-73.962814,Driver Inattention/Distraction,Taxi,2018-06-10 13:30:00,June,13,Sunday,10,Injured or Killed,cloudy
BROOKLYN,11217.0,40.68405,-73.97746,Passing or Lane Usage Improper,Taxi,2018-06-03 18:55:00,June,18,Sunday,3,No Damage,rain
MANHATTAN,10022.0,40.75969,-73.97636,Backing Unsafely,Taxi,2018-06-02 16:20:00,June,16,Saturday,2,No Damage,rain
MANHATTAN,10019.0,40.766197,-73.97955,Unspecified,Taxi,2018-06-03 22:40:00,June,22,Sunday,3,No Damage,rain
MANHATTAN,10035.0,40.797306,-73.93446,Unsafe Lane Changing,Taxi,2018-06-01 21:00:00,June,21,Friday,1,No Damage,rain
BROOKLYN,11237.0,40.710533,-73.928276,Passenger Distraction,Taxi,2018-06-03 03:37:00,June,3,Sunday,3,No Damage,rain
BROOKLYN,11213.0,40.67424,-73.93215,Failure to Yield Right-of-Way,Taxi,2018-06-02 00:10:00,June,0,Saturday,2,No Damage,rain
QUEENS,11422.0,40.652534,-73.74276,Unspecified,Taxi,2018-06-05 15:00:00,June,15,Tuesday,5,No Damage,partly-cloudy
MANHATTAN,10021.0,40.77039,-73.954124,Driver Inattention/Distraction,Taxi,2018-06-06 23:48:00,June,23,Wednesday,6,No Damage,partly-cloudy
MANHATTAN,10002.0,40.720173,-73.98865,Unspecified,Taxi,2018-06-07 13:10:00,June,13,Thursday,7,No Damage,partly-cloudy
MANHATTAN,10129.0,40.78318,-73.94362,Driver Inattention/Distraction,Taxi,2018-06-05 11:15:00,June,11,Tuesday,5,No Damage,partly-cloudy
QUEENS,11103.0,40.758972,-73.91901,Traffic Control Disregarded,Taxi,2018-06-10 07:30:00,June,7,Sunday,10,No Damage,cloudy
MANHATTAN,10065.0,40.761486,-73.96062,Driver Inattention/Distraction,Taxi,2018-06-02 10:45:00,June,10,Saturday,2,No Damage,rain
BRONX,10463.0,40.8882,-73.90761,Failure to Yield Right-of-Way,Taxi,2018-06-08 11:50:00,June,11,Friday,8,Injured or Killed,partly-cloudy
BROOKLYN,11209.0,40.622086,-74.027176,Driver Inattention/Distraction,Taxi,2018-06-01 07:00:00,June,7,Friday,1,No Damage,rain
BROOKLYN,11203.0,40.65764,-73.94162,Passing Too Closely,Ambulance,2018-06-04 13:13:00,June,13,Monday,4,No Damage,rain
QUEENS,11434.0,40.667076,-73.78266,Driver Inattention/Distraction,Taxi,2018-06-04 16:15:00,June,16,Monday,4,Injured or Killed,rain
MANHATTAN,10003.0,40.7338,-73.99522,Failure to Yield Right-of-Way,Taxi,2018-06-02 02:51:00,June,2,Saturday,2,No Damage,rain
BROOKLYN,11216.0,40.68024,-73.946754,Turning Improperly,Taxi,2018-06-02 20:30:00,June,20,Saturday,2,No Damage,rain
MANHATTAN,10029.0,40.792927,-73.94791,Traffic Control Disregarded,Taxi,2018-06-03 00:05:00,June,0,Sunday,3,No Damage,rain
BRONX,10460.0,40.84734,-73.88493,Turning Improperly,Taxi,2018-06-01 23:59:00,June,23,Friday,1,No Damage,rain
BRONX,10458.0,40.85885,-73.885956,Driver Inattention/Distraction,Taxi,2018-06-06 09:40:00,June,9,Wednesday,6,No Damage,partly-cloudy
QUEENS,11377.0,40.7497,-73.902565,Failure to Yield Right-of-Way,Taxi,2018-06-08 22:30:00,June,22,Friday,8,No Damage,partly-cloudy
MANHATTAN,10014.0,40.727875,-74.00543,Unsafe Lane Changing,Taxi,2018-06-08 18:59:00,June,18,Friday,8,No Damage,partly-cloudy
MANHATTAN,10027.0,40.81057,-73.944214,Driver Inattention/Distraction,Taxi,2018-06-06 09:30:00,June,9,Wednesday,6,No Damage,partly-cloudy
MANHATTAN,10016.0,40.74715,-73.985504,Driver Inattention/Distraction,Taxi,2018-06-06 14:00:00,June,14,Wednesday,6,No Damage,partly-cloudy
BRONX,10470.0,40.90325,-73.84801,Unspecified,Taxi,2018-06-06 01:55:00,June,1,Wednesday,6,Injured or Killed,partly-cloudy
BRONX,10451.0,40.82267,-73.92007,Following Too Closely,Taxi,2018-06-04 02:45:00,June,2,Monday,4,No Damage,rain
MANHATTAN,10019.0,40.76542,-73.98383,Passing Too Closely,Taxi,2018-06-09 12:05:00,June,12,Saturday,9,No Damage,clear
BROOKLYN,11211.0,40.710785,-73.95995,Driver Inattention/Distraction,Taxi,2018-06-05 20:00:00,June,20,Tuesday,5,No Damage,partly-cloudy
MANHATTAN,10036.0,40.760822,-73.99832,Unspecified,Taxi,2018-06-11 10:10:00,June,10,Monday,11,No Damage,rain
QUEENS,11372.0,40.750717,-73.894905,Unspecified,Taxi,2018-06-03 15:50:00,June,15,Sunday,3,No Damage,rain
MANHATTAN,10027.0,40.80886,-73.95213,Pavement Slippery,Taxi,2018-06-02 00:20:00,June,0,Saturday,2,Injured or Killed,rain
QUEENS,11377.0,40.74463,-73.90263,Following Too Closely,Taxi,2018-06-09 21:20:00,June,21,Saturday,9,No Damage,clear
QUEENS,11101.0,40.749714,-73.93617,Driver Inattention/Distraction,Taxi,2018-06-03 11:41:00,June,11,Sunday,3,No Damage,rain
MANHATTAN,10129.0,40.790417,-73.95184,Following Too Closely,Taxi,2018-06-11 12:37:00,June,12,Monday,11,Injured or Killed,rain
MANHATTAN,10041.0,40.703594,-74.00979,Driver Inattention/Distraction,Taxi,2018-06-04 23:40:00,June,23,Monday,4,No Damage,rain
BRONX,10457.0,40.844833,-73.909386,Unspecified,Taxi,2018-06-04 09:00:00,June,9,Monday,4,No Damage,rain
MANHATTAN,10010.0,40.738316,-73.98773,Unsafe Speed,Taxi,2018-06-02 01:00:00,June,1,Saturday,2,Injured or Killed,rain
BROOKLYN,11201.0,40.70136,-73.98286,Alcohol Involvement,Taxi,2018-06-08 00:57:00,June,0,Friday,8,Injured or Killed,partly-cloudy
QUEENS,11418.0,40.700764,-73.832344,Traffic Control Disregarded,Taxi,2018-06-09 08:19:00,June,8,Saturday,9,Injured or Killed,clear
MANHATTAN,10014.0,40.735794,-74.00156,Following Too Closely,Taxi,2018-06-01 06:40:00,June,6,Friday,1,No Damage,rain
QUEENS,11109.0,40.74163,-73.95306,Following Too Closely,Taxi,2018-06-06 10:45:00,June,10,Wednesday,6,No Damage,partly-cloudy
MANHATTAN,10011.0,40.74463,-73.99898,Passing or Lane Usage Improper,Taxi,2018-06-09 13:50:00,June,13,Saturday,9,No Damage,clear
MANHATTAN,10036.0,40.756916,-73.985985,Driver Inattention/Distraction,Taxi,2018-06-01 09:45:00,June,9,Friday,1,Injured or Killed,rain
MANHATTAN,10065.0,40.76416,-73.968895,Unspecified,Taxi,2018-06-11 17:00:00,June,17,Monday,11,No Damage,rain
BROOKLYN,11235.0,40.586117,-73.93604,Driver Inattention/Distraction,Taxi,2018-06-09 16:04:00,June,16,Saturday,9,No Damage,clear
BRONX,10473.0,40.82733,-73.8498,Following Too Closely,Taxi,2018-06-01 20:00:00,June,20,Friday,1,No Damage,rain
MANHATTAN,10021.0,40.77039,-73.954124,Unspecified,Taxi,2018-06-08 06:10:00,June,6,Friday,8,No Damage,partly-cloudy
MANHATTAN,10025.0,40.79356,-73.96702,Unsafe Lane Changing,Taxi,2018-06-04 17:37:00,June,17,Monday,4,No Damage,rain
BROOKLYN,11208.0,40.69168,-73.999344,Following Too Closely,Taxi,2018-06-09 00:00:00,June,0,Saturday,9,Injured or Killed,clear
MANHATTAN,10032.0,40.84322,-73.939186,Unspecified,Ambulance,2018-06-04 19:00:00,June,19,Monday,4,No Damage,rain
QUEENS,11418.0,40.701157,-73.81619,Turning Improperly,Ambulance,2018-06-08 16:27:00,June,16,Friday,8,No Damage,partly-cloudy
MANHATTAN,10017.0,40.752743,-73.97511,Driver Inattention/Distraction,Taxi,2018-06-01 00:15:00,June,0,Friday,1,No Damage,rain
MANHATTAN,10014.0,40.723698,-74.00792,Failure to Yield Right-of-Way,Taxi,2018-06-01 18:15:00,June,18,Friday,1,No Damage,rain
MANHATTAN,10018.0,40.753166,-73.98415,Unspecified,Taxi,2018-06-02 16:20:00,June,16,Saturday,2,Injured or Killed,rain
QUEENS,11355.0,40.743866,-73.82568,Failure to Yield Right-of-Way,Ambulance,2018-06-02 11:25:00,June,11,Saturday,2,No Damage,rain
MANHATTAN,10036.0,40.758865,-73.98488,Following Too Closely,Taxi,2018-06-11 21:50:00,June,21,Monday,11,No Damage,rain
MANHATTAN,10031.0,40.821636,-73.93909,View Obstructed/Limited,Taxi,2018-06-01 19:10:00,June,19,Friday,1,No Damage,rain
MANHATTAN,10035.0,40.79522,-73.921524,Unsafe Lane Changing,Taxi,2018-06-04 17:21:00,June,17,Monday,4,No Damage,rain
MANHATTAN,10032.0,40.842514,-73.93566,Unspecified,Ambulance,2018-06-05 09:20:00,June,9,Tuesday,5,No Damage,partly-cloudy
MANHATTAN,10036.0,40.756496,-73.988075,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Taxi,2018-06-03 14:50:00,June,14,Sunday,3,Injured or Killed,rain
MANHATTAN,10155.0,40.758965,-73.95819,Unsafe Speed,Taxi,2018-06-10 06:24:00,June,6,Sunday,10,Injured or Killed,cloudy
QUEENS,11432.0,40.719475,-73.79263,Unsafe Speed,Taxi,2018-06-10 23:00:00,June,23,Sunday,10,No Damage,cloudy
BROOKLYN,11226.0,40.641212,-73.96444,Driver Inattention/Distraction,Taxi,2018-06-11 00:10:00,June,0,Monday,11,No Damage,rain
MANHATTAN,10036.0,40.757015,-73.98331,Driver Inattention/Distraction,Taxi,2018-06-04 13:00:00,June,13,Monday,4,Injured or Killed,rain
QUEENS,11417.0,40.678787,-73.84427,Driver Inattention/Distraction,Taxi,2018-06-07 16:00:00,June,16,Thursday,7,No Damage,partly-cloudy
BRONX,10039.0,40.819637,-73.93432,Unspecified,Taxi,2018-06-10 00:30:00,June,0,Sunday,10,No Damage,cloudy
MANHATTAN,10024.0,40.783146,-73.97833,Failure to Yield Right-of-Way,Taxi,2018-06-11 16:54:00,June,16,Monday,11,Injured or Killed,rain
MANHATTAN,10022.0,40.756775,-73.96406,Driver Inattention/Distraction,Taxi,2018-06-03 01:00:00,June,1,Sunday,3,No Damage,rain
MANHATTAN,10065.0,40.76786,-73.96408,Unspecified,Taxi,2018-06-02 12:23:00,June,12,Saturday,2,Injured or Killed,rain
BRONX,10454.0,40.803352,-73.92922,Following Too Closely,Taxi,2018-06-11 03:05:00,June,3,Monday,11,Injured or Killed,rain
BROOKLYN,11223.0,40.59678,-73.975044,Backing Unsafely,Taxi,2018-06-08 15:30:00,June,15,Friday,8,No Damage,partly-cloudy
MANHATTAN,10005.0,40.72225,-74.00592,Unspecified,Taxi,2018-06-11 21:35:00,June,21,Monday,11,No Damage,rain
MANHATTAN,10019.0,40.76542,-73.98383,Traffic Control Disregarded,Taxi,2018-06-06 07:25:00,June,7,Wednesday,6,Injured or Killed,partly-cloudy
MANHATTAN,10001.0,40.750713,-73.99082,Unsafe Lane Changing,Taxi,2018-06-05 13:12:00,June,13,Tuesday,5,No Damage,partly-cloudy
MANHATTAN,10024.0,40.782475,-73.98082,Driver Inattention/Distraction,Taxi,2018-06-07 19:45:00,June,19,Thursday,7,No Damage,partly-cloudy
BRONX,10459.0,40.81899,-73.89185,Following Too Closely,Taxi,2018-06-03 01:01:00,June,1,Sunday,3,No Damage,rain
MANHATTAN,10022.0,40.7606,-73.96434,Unspecified,Taxi,2018-06-09 10:00:00,June,10,Saturday,9,No Damage,clear
MANHATTAN,10027.0,40.807087,-73.94178,Driver Inattention/Distraction,Taxi,2018-06-07 17:30:00,June,17,Thursday,7,Injured or Killed,partly-cloudy
MANHATTAN,10021.0,40.765865,-73.95742,Unsafe Lane Changing,Ambulance,2018-06-07 19:28:00,June,19,Thursday,7,No Damage,partly-cloudy
BRONX,10453.0,40.853813,-73.90734,Driver Inattention/Distraction,Taxi,2018-06-07 15:45:00,June,15,Thursday,7,No Damage,partly-cloudy
MANHATTAN,10019.0,40.761036,-73.98702,Unspecified,Taxi,2018-06-10 00:00:00,June,0,Sunday,10,No Damage,cloudy
BRONX,10451.0,40.822826,-73.91658,Unspecified,Taxi,2018-06-07 20:35:00,June,20,Thursday,7,No Damage,partly-cloudy
QUEENS,11432.0,40.70898,-73.80418,Pavement Slippery,Taxi,2018-06-04 02:15:00,June,2,Monday,4,No Damage,rain
QUEENS,11377.0,40.76306,-73.90236,Driver Inattention/Distraction,Taxi,2018-06-09 19:00:00,June,19,Saturday,9,No Damage,clear
MANHATTAN,10003.0,40.731594,-73.9948,Driver Inattention/Distraction,Taxi,2018-06-05 10:26:00,June,10,Tuesday,5,No Damage,partly-cloudy
MANHATTAN,10009.0,40.725876,-73.974434,Driver Inattention/Distraction,Taxi,2018-06-08 06:53:00,June,6,Friday,8,Injured or Killed,partly-cloudy
MANHATTAN,10021.0,40.771385,-73.95648,Alcohol Involvement,Taxi,2018-06-06 00:58:00,June,0,Wednesday,6,No Damage,partly-cloudy
MANHATTAN,10019.0,40.76369,-73.97357,Passing or Lane Usage Improper,Taxi,2018-06-08 19:30:00,June,19,Friday,8,No Damage,partly-cloudy
MANHATTAN,10065.0,40.764107,-73.96682,Turning Improperly,Taxi,2018-06-01 18:16:00,June,18,Friday,1,No Damage,rain
MANHATTAN,10065.0,40.768024,-73.97029,Turning Improperly,Taxi,2018-06-11 11:28:00,June,11,Monday,11,No Damage,rain
QUEENS,11101.0,40.741344,-73.95459,Driver Inattention/Distraction,Taxi,2018-06-04 13:10:00,June,13,Monday,4,No Damage,rain
MANHATTAN,10024.0,40.79021,-73.97504,Failure to Yield Right-of-Way,Taxi,2018-06-04 00:09:00,June,0,Monday,4,Injured or Killed,rain
BRONX,10457.0,40.84744,-73.89968,Passing Too Closely,Taxi,2018-06-04 11:20:00,June,11,Monday,4,No Damage,rain
QUEENS,11385.0,40.703377,-73.86343,Failure to Yield Right-of-Way,Taxi,2018-06-07 14:10:00,June,14,Thursday,7,No Damage,partly-cloudy
MANHATTAN,10040.0,40.86361,-73.928215,Unspecified,Taxi,2018-06-06 05:20:00,June,5,Wednesday,6,No Damage,partly-cloudy
MANHATTAN,10022.0,40.759983,-73.964806,Driver Inattention/Distraction,Taxi,2018-06-05 07:50:00,June,7,Tuesday,5,No Damage,partly-cloudy
BROOKLYN,11231.0,40.674553,-73.99967,Backing Unsafely,Taxi,2018-06-10 15:10:00,June,15,Sunday,10,No Damage,cloudy
QUEENS,11373.0,40.736057,-73.87669,Following Too Closely,Taxi,2018-06-06 10:00:00,June,10,Wednesday,6,Injured or Killed,partly-cloudy
MANHATTAN,10022.0,40.760563,-73.96939,Driver Inattention/Distraction,Taxi,2018-06-09 19:20:00,June,19,Saturday,9,No Damage,clear
MANHATTAN,10019.0,40.76172,-73.98281,Driver Inattention/Distraction,Taxi,2018-06-10 01:45:00,June,1,Sunday,10,No Damage,cloudy
MANHATTAN,10001.0,40.75045,-73.9873,Following Too Closely,Taxi,2018-06-02 09:00:00,June,9,Saturday,2,Injured or Killed,rain
MANHATTAN,10016.0,40.74285,-73.97721,Passing or Lane Usage Improper,Taxi,2018-06-08 00:00:00,June,0,Friday,8,No Damage,partly-cloudy
MANHATTAN,10036.0,40.760036,-73.991455,Unspecified,Taxi,2018-06-10 18:10:00,June,18,Sunday,10,No Damage,cloudy
BROOKLYN,11217.0,40.690357,-73.989746,Other Vehicular,Taxi,2018-06-07 11:50:00,June,11,Thursday,7,No Damage,partly-cloudy
BROOKLYN,11235.0,40.584343,-73.962,Unspecified,Taxi,2018-06-02 10:15:00,June,10,Saturday,2,No Damage,rain
QUEENS,11436.0,40.673298,-73.789894,Unspecified,Taxi,2018-06-10 12:15:00,June,12,Sunday,10,No Damage,cloudy
BROOKLYN,11222.0,40.734688,-73.95247,Following Too Closely,Taxi,2018-06-05 17:40:00,June,17,Tuesday,5,No Damage,partly-cloudy
MANHATTAN,10016.0,40.747,-73.9856,Passing or Lane Usage Improper,Taxi,2018-06-09 11:30:00,June,11,Saturday,9,Injured or Killed,clear
MANHATTAN,10168.0,40.751442,-73.97606,Driver Inattention/Distraction,Taxi,2018-06-04 12:10:00,June,12,Monday,4,Injured or Killed,rain
BROOKLYN,11235.0,40.583916,-73.93797,Driver Inattention/Distraction,Ambulance,2018-06-01 14:55:00,June,14,Friday,1,No Damage,rain
MANHATTAN,10010.0,40.740948,-73.99219,Driver Inattention/Distraction,Taxi,2018-06-01 22:50:00,June,22,Friday,1,Injured or Killed,rain
